case,cores,route,status,makespan_cycles,solver_wall_seconds,evaluation_wall_seconds,ddr_bytes,extra_ddr_bytes,spill_bytes,cache_hit_rate,official_A_baseline,speedup
048,4,dag_eft,ok,118751,0.2856449169921689,0.5599294169805944,1517400,1102610,0,,222220,1.87131055738478
048,5,dag_eft,ok,119150,0.2816183329850901,0.5652835410146508,1531550,1116760,0,,222220,1.8650440621065882
049,1,component_envelope,ok,176170,0.2864012499921955,0.8442437080084346,152540,0,0,,196276,1.1141283987057955
049,2,component_envelope,ok,151811,0.2858524580078665,0.8438800839940086,152540,0,0,,196276,1.292897089143738
049,3,component_envelope,ok,151884,0.283147791022202,0.8391970420198049,152540,0,0,,196276,1.2922756840746885
049,4,component_envelope,ok,151957,0.2850999590009451,0.8440774579939898,152540,0,0,,196276,1.2916548760504616
049,5,component_envelope,ok,152030,0.2802041659888346,0.8422667080012616,152540,0,0,,196276,1.2910346642110109
050,1,component_envelope,ok,141465,0.286053499992704,0.8391250830027275,319376,0,0,,149690,1.0581415897925281
050,2,component_envelope,ok,102921,0.28375229201628827,0.8357656669977587,322832,3456,0,,149690,1.4544164942042925
050,3,component_envelope,ok,102989,0.2861227089888416,0.841014332982013,326288,6912,0,,149690,1.453456194350853
050,4,component_envelope,ok,103057,0.28616920797503553,0.8363323330122512,329744,10368,0,,149690,1.4524971617648486
050,5,component_envelope,ok,103125,0.28300079199834727,0.8636786249990109,333200,13824,0,,149690,1.451539393939394
051,1,component_envelope,ok,607628,0.282325000007404,0.2884977500070818,393218,0,0,,607628,1.0
051,2,vector_arrival,ok,317840,0.3167482500139158,0.3159555000020191,393934,716,0,,607628,1.9117417568587969
051,3,vector_arrival,ok,228325,0.2771538340020925,0.2793328750121873,394170,952,0,,607628,2.6612416511551515
051,4,dag_eft,ok,185899,0.2859336250112392,0.28145308399689384,918722,525504,0,,607628,3.268592084949354
051,5,dag_eft,ok,182999,0.2807959589990787,0.2799146669858601,656870,263652,0,,607628,3.3203897289056226
052,1,component_envelope,ok,156852,0.28905141600989737,0.27904550000675954,810204,0,0,,180301,1.1494976155866676
052,2,component_envelope,ok,79014,0.28001679200679064,0.2884237079997547,908508,98304,0,,180301,2.281886754246083
052,3,component_envelope,ok,49446,0.28201908300979994,0.28355129100964405,982236,172032,0,,180301,3.6464223597459857
052,4,component_envelope,ok,38023,0.281050082994625,0.2818875829980243,1060572,250368,0,,180301,4.741893064723983
052,5,component_envelope,ok,32160,0.2777179580007214,0.27669141700607724,1138908,328704,0,,180301,5.606374378109453
053,1,component_envelope,ok,1451270,0.5574162919947412,3.1253869580104947,8456120,5460832,5460832,,1472686,1.0147567303120715
053,2,component_envelope,ok,982193,0.5609642500057817,2.816336207994027,8456120,5460832,5460832,,1472686,1.4993855586427516
053,3,component_envelope,ok,517838,0.5510036250052508,2.8166984589770436,8853656,5858368,4823616,,1472686,2.8439125749751852
053,4,component_envelope,ok,475455,0.5625634999887552,2.836864915996557,9411576,6416288,4346784,,1472686,3.097424572251843
053,5,component_envelope,ok,476886,0.5645942499977536,2.558762958011357,9969496,6974208,3869952,,1472686,3.0881300772092284
054,1,component_envelope,ok,796552,0.5641062920039985,4.745266749989241,1606276,0,0,,815051,1.023223844770963
054,2,component_envelope,ok,500695,0.5653108750120737,4.4822605840163305,1655428,49152,0,,815051,1.627839303368318
054,3,component_envelope,ok,500942,0.5604406250058673,4.4974355830054265,1704580,98304,0,,815051,1.6270366629270454
054,4,component_envelope,ok,501392,0.5666557500080671,4.532472749997396,1753732,147456,0,,815051,1.6255763953154418
054,5,component_envelope,ok,501842,0.567453541996656,4.521666458022082,1802884,196608,0,,815051,1.624118746537755
055,1,component_envelope,ok,97795,0.28338691699900664,0.2846868750057183,625810,0,0,,118835,1.215143923513472
055,2,component_envelope,ok,48332,0.28737791697494686,0.2842182499880437,683666,57856,0,,118835,2.458722999255152
055,3,component_envelope,ok,31572,0.28609404200688004,0.2887713329982944,683666,57856,0,,118835,3.7639363993411883
055,4,component_envelope,ok,28296,0.28330245800316334,0.2837668339780066,782994,157184,0,,118835,4.199710206389596
055,5,component_envelope,ok,21144,0.28496679197996855,0.2820270420052111,741522,115712,0,,118835,5.620270525917518
056,1,component_envelope,ok,260878,0.2821087919874117,1.7084778330172412,221600,0,0,,277285,1.0628914665092495
056,2,component_envelope,ok,253173,0.2859374999825377,1.6788473329797853,221600,0,0,,277285,1.0952392237718873
056,3,component_envelope,ok,253246,0.28468100001919083,1.4327243749867193,221600,0,0,,277285,1.094923513105834
056,4,component_envelope,ok,253319,0.27962116699200124,1.7129923339816742,221600,0,0,,277285,1.0946079843991172
056,5,component_envelope,ok,253392,0.2847825839999132,1.705377915990539,221600,0,0,,277285,1.094292637494475
057,1,component_envelope,ok,55200,0.29015495799831115,0.2839663329941686,342460,0,0,,59726,1.0819927536231884
057,2,component_envelope,ok,33050,0.2905111250001937,0.2824015420046635,342460,0,0,,59726,1.8071406959152798
057,3,component_envelope,ok,23815,0.28988454199861735,0.28419787500752136,356572,14112,0,,59726,2.507915179508713
057,4,component_envelope,ok,19328,0.2849195000017062,0.3011845829896629,356572,14112,0,,59726,3.0901283112582782
057,5,component_envelope,ok,16210,0.28101116698235273,0.303696500021033,356572,14112,0,,59726,3.684515731030228
058,1,component_envelope,ok,4519395,0.5640772499900777,7.8775067499955185,38158336,30490624,30490624,,4539717,1.0044966195696547
058,2,component_envelope,ok,2265259,0.5783265409991145,5.38467974998639,42868736,35201024,28577792,,4539717,2.004060904293946
058,3,component_envelope,ok,1509251,0.8447789999772795,4.813446792017203,43450368,35782656,26591232,,4539717,3.0079271108649257
058,4,component_envelope,ok,1158637,0.5838598329864908,4.776112291001482,52060160,44392448,24522752,,4539717,3.9181529676680444
058,5,component_envelope,ok,1082199,0.854668167012278,3.985243500006618,48742400,41074688,22691840,,4539717,4.19490038338605
059,1,component_envelope,ok,826573,0.2985331670206506,0.5639809170097578,3035136,1691648,1691648,,829473,1.0035084620475143
059,2,component_envelope,ok,369318,0.2887709999922663,0.5719169169897214,1703936,360448,0,,829473,2.2459587672412393
059,3,component_envelope,ok,264422,0.29179541699704714,0.5725165840121917,4341760,2998272,835584,,829473,3.1369288485829467
059,4,component_envelope,ok,185216,0.2812289999856148,0.5707832910120487,2424832,1081344,0,,829473,4.478408992743607
059,5,component_envelope,ok,150867,0.2846879999851808,0.5723642910015769,5668864,4325376,0,,829473,5.498041321163674
060,1,component_envelope,ok,864899,0.29104562499560416,1.126219375000801,3318590,1219584,1219584,,888789,1.0276217223051478
060,2,component_envelope,ok,429368,0.2906575409870129,1.139629707991844,4053950,1954944,746496,,888789,2.069993571947607
060,3,component_envelope,ok,288574,0.28758795800968073,1.1449368750036228,5029822,2930816,647168,,888789,3.079934436227796
060,4,component_envelope,ok,216590,0.28642041599960066,1.1299064590130001,5246014,3147008,207872,,888789,4.103555104113763
060,5,component_envelope,ok,172962,0.2879259589826688,1.132757000013953,5697470,3598464,55296,,888789,5.138637388559337
061,1,component_envelope,ok,73918,0.28866129100788385,0.2833300830097869,544188,0,0,,77191,1.0442787954219541
061,2,component_envelope,ok,38942,0.3033632499864325,0.2840762500127312,578748,34560,0,,77191,1.9822043038364747
061,3,component_envelope,ok,27307,0.2918382080097217,0.2896801660244819,587196,43008,0,,77191,2.826784341011462
061,4,component_envelope,ok,23779,0.30138520800392143,0.28204279099009,614844,70656,0,,77191,3.2461836073846673
061,5,component_envelope,ok,22503,0.2872864170058165,0.286043875006726,625596,81408,0,,77191,3.4302537439452516
062,1,tree_paired_leaves,ok,2619177,1.6969712499994785,8.34835783301969,13401600,0,0,,2854809,1.0899641375897848
062,2,tree_paired_leaves,ok,1389508,1.7224350420001429,6.097570290992735,13407744,6144,0,,2854809,2.0545466452873966
062,3,tree_paired_leaves,ok,923516,1.7116756250034086,5.507982500013895,13420032,18432,0,,2854809,3.091239350482287
062,4,tree_paired_leaves,ok,775354,1.3737642920168582,3.5700225420005154,13426176,24576,0,,2854809,3.6819426997216755
062,5,tree_paired_leaves,ok,617306,1.7090623750118539,4.631752415996743,13444608,43008,0,,2854809,4.624625388381127
063,1,tree_paired_leaves,ok,982413,0.5656601660011802,1.7118678749829996,5021184,0,0,,1070397,1.089559075460117
063,2,tree_paired_leaves,ok,520672,0.5638362499885261,1.7140264160116203,5033472,12288,0,,1070397,2.055799044311966
063,3,tree_paired_leaves,ok,367184,0.5623787500080653,1.4117619589960668,5036544,15360,0,,1070397,2.915151531657153
063,4,tree_paired_leaves,ok,291142,0.566506166011095,1.4778274999989662,5058048,36864,0,,1070397,3.6765461527364653
063,5,tree_paired_leaves,ok,232764,0.5762959580169991,1.4628449580050074,5054976,33792,0,,1070397,4.598636387070165
064,1,component_envelope,ok,17829,0.2966533750004601,0.3125044170010369,37414,0,0,,19116,1.0721857647652702
064,2,dag_eft,ok,16621,0.2854265410278458,0.30213429097784683,110316,72902,0,,19116,1.1501113049756333
064,3,dag_eft,ok,14782,0.28426529199350625,0.2996323329862207,136274,98860,0,,19116,1.293194425652821
064,4,dag_eft,ok,13322,0.28865366699756123,0.2925978749990463,151606,114192,0,,19116,1.43491968172947
064,5,dag_eft,ok,13697,0.2975667090213392,0.2939780839951709,159546,122132,0,,19116,1.3956340804555742
065,1,component_envelope,ok,41549,0.2905062500212807,0.29753529201843776,316202,0,0,,53068,1.277238922717755
065,2,component_envelope,ok,17097,0.28967287502018735,0.3056179170089308,330170,13968,0,,53068,3.1039363631046384
065,3,component_envelope,ok,11636,0.29286862499429844,0.3019175830122549,344138,27936,0,,53068,4.560673771055345
065,4,component_envelope,ok,10779,0.2895716250059195,0.2983734169974923,358106,41904,0,,53068,4.923276741812784
065,5,component_envelope,ok,9429,0.29143737500999123,0.3081294579897076,371930,55728,0,,53068,5.628168416587124
066,1,component_envelope,ok,346060,0.3047676669957582,1.1334788329841103,1107034,0,0,,359070,1.0375946367681905
066,2,component_envelope,ok,245616,0.31073770800139755,1.1494343749945983,1107034,0,0,,359070,1.4619161618135625
066,3,component_envelope,ok,247573,0.30993600000510924,0.8650790830142796,1119322,12288,0,,359070,1.4503600958101246
066,4,component_envelope,ok,248283,0.29177504099789076,0.8687621249991935,1127818,20784,0,,359070,1.44621258805476
066,5,component_envelope,ok,248898,0.30403279201709665,0.855079917004332,1136314,29280,0,,359070,1.4426391533881349
067,1,component_envelope,ok,63834834,0.29151712500606664,2.8322530829755124,270497536,264449408,264449408,,63834834,1.0
067,2,component_envelope,ok,33768704,0.2857739579922054,1.9738110830076039,270072704,264024576,260302976,,63834834,1.890354868223548
067,3,component_envelope,ok,23568859,0.2979291249939706,1.7040150839893613,269647872,263599744,256156544,,63834834,2.7084397254869232
067,4,component_envelope,ok,18473155,0.2852955410198774,1.695779458998004,269223040,263174912,252010112,,63834834,3.4555458447677183
067,5,component_envelope,ok,15931687,0.2839307080139406,1.7141139580053277,268798208,262750080,247863680,,63834834,4.006784341168641
068,1,component_envelope,ok,341673,0.2852505420160014,1.129723499994725,2771250,0,0,,362095,1.0597705993742554
068,2,component_envelope,ok,292111,0.28918354099732824,1.1352900000056252,2771250,0,0,,362095,1.2395801595968656
068,3,component_envelope,ok,292959,0.28671412498806603,0.860794000007445,2771898,648,0,,362095,1.235992067149328
068,4,component_envelope,ok,294340,0.2981223749811761,0.8481864999921527,2772546,1296,0,,362095,1.2301929741115716
068,5,component_envelope,ok,295114,0.29045658401446417,0.8451696669799276,2773194,1944,0,,362095,1.2269665281891067
069,1,component_envelope,ok,24009,0.2873822500114329,0.2843351250048727,126054,0,0,,25144,1.0472739389395642
069,2,dag_eft,ok,18971,0.27812574998824857,0.2782122079806868,652524,526470,0,,25144,1.3253913868536187
069,3,dag_eft,ok,20997,0.2898081250023097,0.28440412497729994,802704,676650,0,,25144,1.1975044053912465
069,4,dag_eft,ok,18379,0.2966855420090724,0.28587087499909103,850514,724460,0,,25144,1.3680831383644376
069,5,dag_eft,ok,19824,0.28094125000643544,0.280977582995547,889464,763410,0,,25144,1.268361581920904
070,1,component_envelope,ok,98267,0.2809367080044467,0.28178012499120086,419964,0,0,,117300,1.193686588580093
070,2,component_envelope,ok,52465,0.2877966249943711,0.2811908339790534,549500,129536,0,,117300,2.2357762317735634
070,3,component_envelope,ok,36663,0.30321149999508634,0.2764997500053141,679036,259072,0,,117300,3.199410850175927
070,4,component_envelope,ok,31379,0.2844246249878779,0.2824760420189705,707196,287232,0,,117300,3.738168839032474
070,5,component_envelope,ok,29585,0.2795202910201624,0.2814172090147622,781436,361472,0,,117300,3.9648470508703735
071,1,component_envelope,ok,18205,0.2789643750002142,0.27885170801891945,121446,0,0,,18919,1.0392199945070035
071,2,dag_eft,ok,16870,0.27903079200768843,0.281713917007437,480522,359076,0,,18919,1.1214582098399526
071,3,dag_eft,ok,15390,0.27952758301398717,0.2805905829882249,533168,411722,0,,18919,1.229304743339831
071,4,dag_eft,ok,13146,0.2794816250097938,0.2821398749947548,547570,426124,0,,18919,1.4391449870683097
071,5,dag_eft,ok,11332,0.2839555829996243,0.28704283299157396,541462,420016,0,,18919,1.6695199435227674
072,1,component_envelope,ok,23753369,1.1344426249852404,16.975972541986266,98212864,87109680,87109680,,23897828,1.00608162151651
072,2,component_envelope,ok,12235759,1.116716374992393,11.50707562500611,101422832,90319648,79370696,,23897828,1.9531136564556395
072,3,component_envelope,ok,8327225,1.1087222500063945,9.807550500001526,104756976,93653792,73849288,,23897828,2.8698429548859314
072,4,component_envelope,ok,6326553,1.118115958000999,8.902308209013427,109325952,98222768,67469312,,23897828,3.7773852522850913
072,5,component_envelope,ok,5087361,1.1162544160033576,8.566135416011093,115046128,103942944,66427336,,23897828,4.697490113243389
073,1,component_envelope,ok,10081626,0.27915354099241085,1.1284735419903882,145611520,141570432,141570432,,10081626,1.0
073,2,component_envelope,ok,5980423,0.28714454200235195,0.8453717500087805,145162112,141121024,137399424,,10081626,1.6857713910872192
073,3,component_envelope,ok,4515227,0.2841613749915268,0.8468327079899609,144712704,140671616,133228416,,10081626,2.232806013961203
073,4,component_envelope,ok,3903787,0.2871569170092698,0.849149083980592,144263296,140222208,129057408,,10081626,2.5825246100773427
073,5,component_envelope,ok,3517515,0.28440233299625106,0.8430915000208188,143813888,139772800,124886400,,10081626,2.8661216796516857
074,1,component_envelope,ok,1725175,0.2805956249940209,0.8398835830157623,9806040,6029312,6029312,,1682239,0.9751120900778182
074,2,component_envelope,ok,812465,0.2823627920006402,0.8622314580134116,9855192,6078464,3792896,,1682239,2.0705371923713636
074,3,component_envelope,ok,568858,0.2895967499935068,0.8544467500178143,10625240,6848512,2277376,,1682239,2.95722131006332
074,4,component_envelope,ok,455270,0.2866642079898156,0.8501234169816598,11526360,7749632,1744896,,1682239,3.6950359127550683
074,5,component_envelope,ok,369653,0.28468783397693187,0.8472049589909147,12058840,8282112,1482752,,1682239,4.550859860463732
075,1,component_envelope,ok,1390602,0.2854198749992065,1.6891107080155052,1837190,0,0,,1441809,1.0368236202738095
075,2,dag_eft,ok,788503,0.2861891250067856,2.3312775829981547,10857996,9020806,0,,1441809,1.8285396504515519
075,3,dag_eft,ok,633496,0.5887244170007762,2.5934892499935813,14569970,12732780,0,,1441809,2.275955964994254
075,4,dag_eft,ok,478237,0.6099840420065448,2.607354750012746,13013336,11176146,0,,1441809,3.0148420134786726
075,5,dag_eft,ok,415695,0.6120740000042133,2.565953667013673,15845020,14007830,0,,1441809,3.4684299787103527
076,1,component_envelope,ok,6309740,1.4108557500003371,21.121201375004603,26700370,22429696,22429696,,6185113,0.9802484729957177
076,2,component_envelope,ok,3073638,1.411514083010843,13.202189000003273,24606290,20335616,16261120,,6185113,2.0123101679508126
076,3,component_envelope,ok,2040164,1.4193899999954738,11.021764083008748,25909842,21639168,13490176,,6185113,3.0316744144098218
076,4,component_envelope,ok,1525945,1.4044474580150563,9.837035083008232,27883090,23612416,11388928,,6185113,4.053300086176107
076,5,component_envelope,ok,1223373,1.4079575419891626,9.241714666015469,30516818,26246144,9948160,,6185113,5.05578674696924
077,1,component_envelope,ok,482049,0.2806195830053184,0.8451022499939427,2141360,0,0,,495320,1.0275303962875144
077,2,component_envelope,ok,241321,0.28227154101477936,0.8438650830066763,2198704,57344,0,,495320,2.0525358340136166
077,3,component_envelope,ok,182033,0.2831012500100769,0.5599547080055345,2256048,114688,0,,495320,2.7210450852317987
077,4,component_envelope,ok,122380,0.2848921669938136,0.5636535410012584,2256048,114688,0,,495320,4.04739336492891
077,5,component_envelope,ok,113920,0.2799337090109475,0.5616309579927474,2313392,172032,0,,495320,4.347963483146067
078,1,component_envelope,ok,2296143,0.28395212499890476,0.27755233299103566,14989656,12644568,12644568,,2296143,1.0
078,2,component_envelope,ok,1260358,0.2812847919994965,0.2832688750058878,14880432,12535344,10386864,,2296143,1.8218180866071385
078,3,component_envelope,ok,993959,0.28266195801552385,0.2815562920004595,15018888,12673800,8376840,,2296143,2.3100983038535796
078,4,component_envelope,ok,690924,0.28185862497775815,0.28266904200427234,15492000,13146912,6701472,,2296143,3.3232931552529656
078,5,component_envelope,ok,663941,0.2776167920092121,0.28236912499414757,15965112,13620024,5026104,,2296143,3.458353980248245
079,1,component_envelope,ok,31304177,0.8354128329956438,10.361384541000007,72658944,63307776,63307776,,31052251,0.991952319973146
079,2,component_envelope,ok,15593578,0.5626528749999125,7.29741825000383,74539008,65187840,61538304,,31052251,1.991348682130554
079,3,component_envelope,ok,10356963,0.8396495839988347,6.4731253330246545,76419072,67067904,55443456,,31052251,2.9982004377151874
079,4,component_envelope,ok,7738844,0.8467826249834616,5.658141124993563,78299136,68947968,57999360,,31052251,4.012518019487148
079,5,component_envelope,ok,6212296,0.5609769590082578,5.34578762500314,80179200,70828032,47579136,,31052251,4.998514397897331
080,1,component_envelope,ok,295392,0.27980975000537,0.27998804100207053,3059712,1081344,1081344,,292138,0.9889841295634276
080,2,component_envelope,ok,146585,0.2834524589998182,0.28308833300252445,4595712,2617344,712704,,292138,1.9929597162056145
080,3,component_envelope,ok,99193,0.2764788339845836,0.28234954201616347,5025792,3047424,0,,292138,2.9451473390259393
080,4,component_envelope,ok,112232,0.2816559579805471,0.286994207999669,6168576,4190208,0,,292138,2.602983106422411
080,5,component_envelope,ok,110852,0.2813799159775954,0.28281204201630317,6549504,4571136,0,,292138,2.635387724172771
081,1,component_envelope,ok,151795,0.27610466702026315,0.8413752500200644,1741140,0,0,,151795,1.0
081,2,component_envelope,ok,77562,0.28367674999753945,0.5830772500194144,1741140,0,0,,151795,1.9570794976921688
081,3,component_envelope,ok,56714,0.28289366702665575,0.5531952499877661,1741140,0,0,,151795,2.6764996297210564
081,4,component_envelope,ok,47085,0.2824567500210833,0.5610248339944519,1741140,0,0,,151795,3.2238504831687376
081,5,component_envelope,ok,40036,0.28140679199714214,0.5590414589969441,1741140,0,0,,151795,3.791462683584774
082,1,component_envelope,ok,703323,0.28320995799731463,0.5577418330067303,592006,0,0,,721041,1.0251918393113832
082,2,dag_eft,ok,404131,0.27955416700569913,0.834030583006097,5752626,5160620,112646,,721041,1.7841764180426645
082,3,dag_eft,ok,297446,0.2817960829997901,1.117117000016151,6268722,5676716,0,,721041,2.424107232909503
082,4,dag_eft,ok,243359,0.28287054199608974,1.115920374984853,7582104,6990098,0,,721041,2.96286966991153
082,5,dag_eft,ok,237977,0.28486208300455473,1.1693619170109741,9505598,8913592,0,,721041,3.029876836837173
083,1,component_envelope,ok,1057993,0.28157095797359943,0.8454306659987196,15372992,13934688,13934688,,1057993,1.0
083,2,component_envelope,ok,644672,0.2906314590072725,0.5828205000143498,15679520,14241216,13310816,,1057993,1.6411337858631987
083,3,component_envelope,ok,512623,0.2799735839944333,0.5783100000116974,16281056,14842752,12981952,,1057993,2.0638812538649263
083,4,component_envelope,ok,450029,0.2875034169992432,0.5671181659854483,16415904,14977600,12186400,,1057993,2.350944050272316
083,5,component_envelope,ok,442480,0.2821322079980746,0.5668577500036918,16496352,15058048,11336448,,1057993,2.3910527029470257
084,1,resource_word,ok,1266708,0.578076499979943,3.091053583979374,13236330,0,0,,2507412,1.9794711962030713
084,2,resource_word,ok,634124,0.570107542007463,2.5489197080023587,13236330,0,0,,2507412,3.954135153376942
084,3,resource_word,ok,422652,0.5718935409968253,2.2840022499731276,13236330,0,0,,2507412,5.932568638028449
084,4,resource_word,ok,317988,0.5692080409789924,2.255744833004428,13236330,0,0,,2507412,7.885240952488773
084,5,resource_word,ok,254640,0.5667454589856789,1.9971034589980263,13236330,0,0,,2507412,9.84688972667295
085,1,component_envelope,ok,3143505,0.5725618750147987,7.640577292011585,1689734,0,0,,3187899,1.0141224524853627
085,2,dag_eft,ok,2043346,0.8615619580086786,9.630441541987238,30366852,28677118,2846872,,3187899,1.5601366582066865
085,3,dag_eft,ok,1340806,0.8701619999774266,10.377160208008718,40186034,38496300,0,,3187899,2.3775989964245388
085,4,dag_eft,ok,1030113,0.8556228330126032,8.566280625003856,31422712,29732978,0,,3187899,3.0947080563006195
085,5,dag_eft,ok,1021521,0.8520427499897778,9.407347166998079,45610878,43921144,0,,3187899,3.1207376059816685
086,1,component_envelope,ok,112029,0.2877603340020869,1.1368196670082398,338022,0,0,,118403,1.0568959822903
086,2,dag_eft,ok,89241,0.28614825001568533,1.4109124579990748,3065196,2727174,0,,118403,1.3267780504476643
086,3,dag_eft,ok,89994,0.28730245798942633,1.4170752080099192,4008530,3670508,0,,118403,1.3156766006622664
086,4,dag_eft,ok,99945,0.2878054169996176,1.4202441250090487,4897686,4559664,0,,118403,1.1846815748661763
086,5,dag_eft,ok,102180,0.28662858399911784,1.41183620801894,5226778,4888756,0,,118403,1.1587688393031905
087,1,component_envelope,ok,4091707,0.8465681669767946,13.40296145901084,11338106,5419008,5419008,,3974071,0.9712501408336423
087,2,component_envelope,ok,2035072,1.1366852080100216,9.136464999988675,10527098,4608000,2603520,,3974071,1.9527913508711239
087,3,component_envelope,ok,1526362,1.1265520000015385,8.107259958022041,11914106,5995008,2884608,,3974071,2.6036228627285007
087,4,component_envelope,ok,1214996,1.1346202499989886,7.254609167022863,11434874,5515776,2543616,,3974071,3.2708510974521725
087,5,component_envelope,ok,898591,1.1288124170096125,7.127848958014511,12075386,6156288,2147328,,3974071,4.422558205012069
088,1,component_envelope,ok,229958,0.28603729099268094,0.5691738339955918,1829798,0,0,,243623,1.0594238947981804
088,2,component_envelope,ok,197088,0.2845062089909334,0.5670682500058319,1829798,0,0,,243623,1.2361128024029875
088,3,component_envelope,ok,198944,0.2814026669948362,0.5638785419869237,1903526,73728,0,,243623,1.2245807865529998
088,4,component_envelope,ok,199448,0.28653041599318385,0.566727625002386,1903526,73728,0,,243623,1.2214863021940556
088,5,component_envelope,ok,200888,0.28806991697638296,0.5591929589863867,1977254,147456,0,,243623,1.2127304766835252
089,1,component_envelope,ok,589412,0.2844263330043759,1.1315672089986037,566400,0,0,,693092,1.1759041213955603
089,2,component_envelope,ok,294992,0.28850029199384153,0.8434525420016143,805120,238720,0,,693092,2.3495281227965505
089,3,component_envelope,ok,206626,0.28568291701958515,0.8441225409915205,1043840,477440,0,,693092,3.3543310135220157
089,4,component_envelope,ok,147992,0.2859246250009164,0.8408992500044405,1282560,716160,0,,693092,4.6833072057949074
089,5,component_envelope,ok,119306,0.28361495898570865,0.556344833021285,1521280,954880,0,,693092,5.80936415603574
090,1,component_envelope,ok,1178363,0.28654054200160317,0.28603429201757535,23461944,21233592,21233592,,1178363,1.0
090,2,component_envelope,ok,769224,0.28733779198955745,0.28731933402013965,23726832,21498480,19350000,,1178363,1.5318853805913493
090,3,component_envelope,ok,657430,0.28132966699195094,0.28479187499033287,23666856,21438504,17141544,,1178363,1.7923778957455547
090,4,component_envelope,ok,608275,0.284564791014418,0.284169833001215,23620488,21392136,14946696,,1178363,1.9372208293945994
090,5,component_envelope,ok,542638,0.29555483401054516,0.2843949169910047,23953056,21724704,13130784,,1178363,2.171545302761694
091,1,component_envelope,ok,9402402,1.4114902919973247,20.937374457978876,43814520,37236864,37236864,,9186769,0.9770661794720115
091,2,component_envelope,ok,4598678,1.3982719170162454,14.25660154200159,42013144,35435488,28957152,,9186769,1.997697816633389
091,3,component_envelope,ok,3051545,1.4047848340123892,12.230686583992792,45166904,38589248,25632576,,9186769,3.0105304034513662
091,4,component_envelope,ok,2298823,1.406519957992714,11.090475375007372,47374488,40796832,21361824,,9186769,3.9962924505279442
091,5,component_envelope,ok,1851628,1.4098905420105439,10.201053374999901,52991992,46414336,20500992,,9186769,4.961455000680482
092,1,component_envelope,ok,4815554,0.574561209010426,7.631688875000691,69257024,66000096,66000096,,4815554,1.0
092,2,component_envelope,ok,2828252,0.5782017090241425,5.384085249999771,69646016,66389088,65458688,,4815554,1.702660866146298
092,3,component_envelope,ok,2231804,0.5778467079799157,4.54434704198502,70041664,66784736,64923936,,4815554,2.157695747476033
092,4,component_envelope,ok,1927728,0.5724630829936359,3.9483148750150576,70437312,67180384,64389184,,4815554,2.4980464048869964
092,5,component_envelope,ok,1649430,0.5727260840067174,3.6549748749821447,70237184,66980256,63258656,,4815554,2.919526139332982
093,1,component_envelope,ok,74205,0.29264387500006706,0.2886561659979634,714752,0,0,,74205,1.0
093,2,component_envelope,ok,37827,0.28608533297665417,0.28693449997808784,722944,8192,0,,74205,1.9616940280751844
093,3,component_envelope,ok,25103,0.28779370899428613,0.29338970899698325,731136,16384,0,,74205,2.956021192686133
093,4,component_envelope,ok,19743,0.28959962498629466,0.28634550000424497,739328,24576,0,,74205,3.7585473332320314
093,5,component_envelope,ok,15630,0.2822574579913635,0.2826256660046056,747520,32768,0,,74205,4.747600767754319
094,1,component_envelope,ok,84458,0.2838030830025673,0.2815220830088947,526692,0,0,,94892,1.1235406947832058
094,2,component_envelope,ok,39562,0.29024179198313504,0.29389154197997414,632964,106272,0,,94892,2.398564278853445
094,3,component_envelope,ok,32353,0.28296399998362176,0.28579716698732227,739236,212544,0,,94892,2.9330201217815968
094,4,component_envelope,ok,24430,0.2852680829819292,0.31561479199444875,845220,318528,0,,94892,3.884240687679083
094,5,component_envelope,ok,20349,0.29045370800304227,0.28284291701857,951780,425088,0,,94892,4.663226694186447
095,1,resource_word,ok,1070301,0.285292834014399,0.8469236250093672,11355036,0,0,,2084853,1.9479127834132641
095,2,resource_word,ok,535614,0.29187525002635084,0.8456959589966573,11355036,0,0,,2084853,3.8924542674388647
095,3,resource_word,ok,357591,0.2874841660086531,0.8920793340075761,11355036,0,0,,2084853,5.830272573974177
095,4,resource_word,ok,269686,0.2832668329938315,0.8658667919808067,11355036,0,0,,2084853,7.730668258641531
095,5,resource_word,ok,216624,0.278584707994014,0.8542127909895498,11355036,0,0,,2084853,9.62429370706847
096,1,component_envelope,ok,75620,0.28487216599751264,0.28316679201088846,219558,0,0,,84194,1.1133827029886274
096,2,component_envelope,ok,34329,0.28448745800415054,0.2872558330127504,285798,66240,0,,84194,2.4525619738413584
096,3,component_envelope,ok,29398,0.2852117079892196,0.28259691697894596,286950,67392,0,,84194,2.8639363221987892
096,4,component_envelope,ok,26984,0.2822714159847237,0.28890108299674466,299046,79488,0,,84194,3.120145271271865
096,5,component_envelope,ok,27053,0.28574237501015887,0.2845364579989109,354342,134784,0,,84194,3.112187188112224
097,1,component_envelope,ok,11491509,0.28002570901298895,1.971281915990403,15630336,10584064,10584064,,11491509,1.0
097,2,component_envelope,ok,5617602,0.2857346249802504,1.4020777080149855,16842752,11796480,9240576,,11491509,2.045625339780212
097,3,component_envelope,ok,3660459,0.2829041669901926,1.4076342089974787,21078016,16031744,7512064,,11491509,3.1393628503966307
097,4,component_envelope,ok,2626908,0.28389812499517575,1.4048172080074437,19267584,14221312,6553600,,11491509,4.37453805005733
