case,cores,method,baseline,makespan,speedup,baseline_cycles,makespan_cycles,observed_speedup,plot_speedup,attempt_id,revision
099,1,p1_branch_refine_834d8c9,1622999,1612248,1.0066683289419494,1622999,1612248,1.0066683289419494,1.0,20260925T1525Z-s6607-branch-full500-p1-099-k1,1
099,2,p1_branch_refine_834d8c9,1622999,811243,2.0006323629294798,1622999,811243,2.0006323629294798,2.0006323629294798,20260925T1525Z-s6607-branch-full500-p1-099-k2,1
099,3,p1_branch_refine_834d8c9,1622999,544403,2.981245511137889,1622999,544403,2.981245511137889,2.981245511137889,20260925T1525Z-s6607-branch-full500-p1-099-k3,1
099,4,p1_branch_refine_834d8c9,1622999,405655,4.000934291454561,1622999,405655,4.000934291454561,4.000934291454561,20260925T1525Z-s6607-branch-full500-p1-099-k4,1
099,5,p1_branch_refine_834d8c9,1622999,337075,4.814949195282949,1622999,337075,4.814949195282949,4.814949195282949,20260925T1525Z-s6607-branch-full500-p1-099-k5,1
100,1,p1_branch_refine_834d8c9,151223,151223,1.0,151223,151223,1.0,1.0,20260925T1525Z-s6607-branch-full500-p1-100-k1,1
100,2,p1_branch_refine_834d8c9,151223,88721,1.704478082979227,151223,88721,1.704478082979227,1.704478082979227,20260925T1525Z-s6607-branch-full500-p1-100-k2,1
100,3,p1_branch_refine_834d8c9,151223,57811,2.6158170590372074,151223,57811,2.6158170590372074,2.6158170590372074,20260925T1525Z-s6607-branch-full500-p1-100-k3,1
100,4,p1_branch_refine_834d8c9,151223,58086,2.603432840959956,151223,58086,2.603432840959956,2.603432840959956,20260925T1525Z-s6607-branch-full500-p1-100-k4,1
100,5,p1_branch_refine_834d8c9,151223,58085,2.603477662047,151223,58085,2.603477662047,2.603477662047,20260925T1525Z-s6607-branch-full500-p1-100-k5,1
