case_id,cores,B,U,L0,L_plus,graph_sha256
094,2,94892,38604,35472,35525,06e7b0eb1eecb9a98b6691dfe5f8039c6f7b21ab0f3ea8e6a072ade002a68fec
094,3,94892,32030,23648,23701,06e7b0eb1eecb9a98b6691dfe5f8039c6f7b21ab0f3ea8e6a072ade002a68fec
094,4,94892,25223,17736,17789,06e7b0eb1eecb9a98b6691dfe5f8039c6f7b21ab0f3ea8e6a072ade002a68fec
094,5,94892,23168,14189,14242,06e7b0eb1eecb9a98b6691dfe5f8039c6f7b21ab0f3ea8e6a072ade002a68fec
095,1,2084853,1070301,1069992,1069992,99875b1d3025c71f87e04818e28c08915928813f495d080ae6436879f6cb540f
095,2,2084853,535614,534996,534996,99875b1d3025c71f87e04818e28c08915928813f495d080ae6436879f6cb540f
095,3,2084853,357591,356664,356664,99875b1d3025c71f87e04818e28c08915928813f495d080ae6436879f6cb540f
095,4,2084853,269686,267498,267498,99875b1d3025c71f87e04818e28c08915928813f495d080ae6436879f6cb540f
095,5,2084853,216624,213999,214230,99875b1d3025c71f87e04818e28c08915928813f495d080ae6436879f6cb540f
096,1,84194,54837,53130,53130,c26df1f4c6e282279a2f86c24d13be04e5c0e8b24b36149899bf7e7a91cf579a
096,2,84194,28498,26565,26565,c26df1f4c6e282279a2f86c24d13be04e5c0e8b24b36149899bf7e7a91cf579a
096,3,84194,20851,17710,17710,c26df1f4c6e282279a2f86c24d13be04e5c0e8b24b36149899bf7e7a91cf579a
096,4,84194,17069,13283,13283,c26df1f4c6e282279a2f86c24d13be04e5c0e8b24b36149899bf7e7a91cf579a
096,5,84194,18812,10626,10626,c26df1f4c6e282279a2f86c24d13be04e5c0e8b24b36149899bf7e7a91cf579a
097,1,11491509,10746146,10303488,10303896,7dc5c8ebf92052dbdd1bf59794a8fcef74e3ab3c59d5f0b4e753bf38a741ffaf
097,2,11491509,5309578,5151744,5152152,7dc5c8ebf92052dbdd1bf59794a8fcef74e3ab3c59d5f0b4e753bf38a741ffaf
097,3,11491509,3660338,3434496,3436560,7dc5c8ebf92052dbdd1bf59794a8fcef74e3ab3c59d5f0b4e753bf38a741ffaf
097,4,11491509,2626908,2575872,2576280,7dc5c8ebf92052dbdd1bf59794a8fcef74e3ab3c59d5f0b4e753bf38a741ffaf
097,5,11491509,2102250,2060698,2061936,7dc5c8ebf92052dbdd1bf59794a8fcef74e3ab3c59d5f0b4e753bf38a741ffaf
098,1,177430,163064,162701,162701,8cc92ed83866234532487abacb106e0298a00cf309ef75fa12e413bfb17d58f8
098,2,177430,82472,81351,81351,8cc92ed83866234532487abacb106e0298a00cf309ef75fa12e413bfb17d58f8
098,3,177430,57170,54234,54234,8cc92ed83866234532487abacb106e0298a00cf309ef75fa12e413bfb17d58f8
098,4,177430,45252,40676,40676,8cc92ed83866234532487abacb106e0298a00cf309ef75fa12e413bfb17d58f8
098,5,177430,40143,32541,32541,8cc92ed83866234532487abacb106e0298a00cf309ef75fa12e413bfb17d58f8
099,1,1622999,1597968,1595484,1595554,6a07bc2eba4657ec873f015cb53404696202df8fe912a94340cbdc674cbd7938
099,2,1622999,801077,797742,797812,6a07bc2eba4657ec873f015cb53404696202df8fe912a94340cbdc674cbd7938
099,3,1622999,534646,531828,531898,6a07bc2eba4657ec873f015cb53404696202df8fe912a94340cbdc674cbd7938
099,4,1622999,403924,398871,398941,6a07bc2eba4657ec873f015cb53404696202df8fe912a94340cbdc674cbd7938
099,5,1622999,324658,319097,319167,6a07bc2eba4657ec873f015cb53404696202df8fe912a94340cbdc674cbd7938
100,1,151223,104261,102007,102007,bb78167d482a9e1663bb947945def049c2d66392c3897613ce5cb145d3a2eb19
100,2,151223,56079,51004,51004,bb78167d482a9e1663bb947945def049c2d66392c3897613ce5cb145d3a2eb19
100,3,151223,44652,34003,34003,bb78167d482a9e1663bb947945def049c2d66392c3897613ce5cb145d3a2eb19
100,4,151223,35774,25502,25502,bb78167d482a9e1663bb947945def049c2d66392c3897613ce5cb145d3a2eb19
100,5,151223,33676,20402,20402,bb78167d482a9e1663bb947945def049c2d66392c3897613ce5cb145d3a2eb19
