case,cores,plan_sha256,p2_sha256,p3_sha256,no_l2_makespan,cache_makespan,cache_gain,hit_bytes,miss_bytes,byte_hit_rate,category
085,1,7f8118ca3568b6169def5bcc5274dad4ba0591b1d8ee47c7615e5a9b0eb5651a,8bfd5dd6ab94c7a91090a4dcf82e3fe3005e36641829eea5d19537642b1f04ef,b592ee60569fc71b25ac4b5d1642a31bb5c4bf5fa517f6a56baea9158492854a,2697812,2697812,1.0,20,6728406,2.9724633963426216e-06,parity
086,1,74c751ef660eb8978cfb2df180221414619865750f89d156fe53a7b716281612,7651789556c2be1262c039917bbc3e1e11a3cf47016fc4be1d7d7bdd332fdb2e,99142ef545d1fb75faa73e736eb16e5aa8f9ff85d35e724b0db972e919daadf7,92778,92778,1.0,12,403686,2.9725190612784804e-05,parity
087,1,ec9fb917f295f224750019314ec972c6fae24188b45fb83fe3461a4ed220bf78,40664a4b641a43e4a7c860d32eca8e30f613c2a8a0e68f11de88e046863ef991,cce4e03abc3f5639132f5c71d9aee57ffcdbeb903645faaf0cdb5587d563c05f,3603774,3603774,1.0,38350,13376242,0.0028588271637333437,parity
088,1,8296cee193b328c493b6cc3921db9b5562f593ff4dc968756be2008338901821,0f693229f212d73a2622980d332617ce12353a600644b54e26247006a46af47e,fd69f113e91d09d150942e3751824d75e0f09f3a719074913e5118cfb3fc7f75,186847,186847,1.0,20674,2069090,0.009892983131109541,parity
089,1,7ce21429008c8a21d94cc13c8ec8ec6383cf68d21be0e94e26ac1db2e1dbd577,c054f892a86638f7dec3d274759baf6ff283430add0f8b53bf03511f899d863e,4f8be1194203c5210e7a54dd8dc6130f4718825c9368c992f81c81a80e292788,591236,591236,1.0,0,402560,0.0,parity
090,1,4df0249b6ac98ea5eea07c83ccad0a6843449639d2914d5448bf558db3a0cbed,1864ce59f7b7779f6671b3553e662a2cb28ca33e0b89bc7ff0af229bffebf75e,eb8fbb4700cbffc0ed2cb61d19977d863faa0f7d054dd12e15ee1e9651a2dfc2,902381,875740,1.0304211295590016,2138112,2270016,0.48503854697504245,positive
091,1,0e4e1508b737d224fa06df5a6bc18cb4d1292bfa1068896d0d4e138f644b0328,4489017f448787ef05fa1e3da9c73dacb8a57be3d2932939e636e83bdde4c59f,ee3137058aca6296a5e3fceee6aca26ea9c8f25aaa46f0535dd78ba0e3fe80a1,9013014,9012897,1.0000129813976573,3892224,42069504,0.08468402232396484,positive
092,1,b453e145706b8dd932ee090109b746d39b2feb33b3ae9f889a8788220fb54d1d,fc8e80fbb5542e304981919ec3e6fb879b98714f1a168be888cf1293c99cc6fb,840c83d8a5843d24bacdee0db128bb2c53238a27e3946f457862a6f21f2abd4e,3856866,3856866,1.0,0,7828064,0.0,parity
093,1,0a77ee7991bef35bf0607426b715a066c8ce0ece532e4a55ffd884595f4b9069,e49067d3c736827719d36f48bf0f6fdcd20aa9558787fe6fd94f6e08e6d4c7e1,16a97c3976de0691778bbf1af24bb47d9a330712e297c5f201bad476657f4d3a,74205,74205,1.0,0,573440,0.0,parity
094,1,27fb78dd19f1435a9013780dae071f89e04b6a08a9aba99e45289a7948958680,e7627f4c8d605f4d6547f0745c33035ebb6a3e502e11481b493e68dfbd8a861b,6b85a8c46857eb3bba17eda2eea2a5bd4160a9b8f617196e28a0a73cc1c322da,71319,71319,1.0,4096,641312,0.006346373146908622,parity
095,1,82172ffc065db38661c648ae5e5cab63f542683a6861520c4a2efcf16415fc0c,2dbd1472b2e3fd28367447c3b4b34b997ace83b9df56820b025aa45804a109ae,6442a4e230f5519cd9451e624095cc7e87f5c8202ee0ea6635147c9b7fa39eab,1070301,1070301,1.0,0,8516508,0.0,parity
096,1,52d1d22d38e2fbfe28e8f318e9e45be76aa34179e21d247287c2a39cc6e79906,c1addfbcfb17560e0f60044fad6d87354d00ba7a6ef65a22cdfa6a0bc25185b5,e0ac456750b12bab766ff65cee314b7455db78f447b3b13d15fa7a1e33ae95de,54837,54837,1.0,0,210260,0.0,parity
097,1,57ba69cb443e9893a56233b63b12ac42acf3802d522a50274891e4b8f09eb10c,d74d9114a2088b6d854d70dd602e3cd3839a9f789f104ef438c45a65998be1d4,9e18f995989891b34a4ba338acda3bab42d6195c89bf9cdcb2ee7c0a11b7da4e,10746146,10746146,1.0,12288,15912960,0.0007716049382716049,parity
098,1,1313a4219d414d41e491582de0072103a10d9808a8ba5cd304f6901ed66df010,e435d7ff3cacd635b7b8b730d25eec9ebe5c73de7b7b11805d1bb06dfc2c2cf5,38da20b1783862f905e564af098b1601ec4f94f38f28f1b838c7d8a183664a1c,163064,163064,1.0,57344,874070,0.061566607330360075,parity
099,1,5894e86631702974e4bc85234131389c43aaafcd083f94f6a580e51c46c9ce66,dc295b22428447da328c7f64c2f8e8b5904d487cbe110393dc93dead45aab3c5,383eb6d7b64d16b2d0f25a51ea9fad47337cc8be722419046db78ac50acd220d,1597968,1597968,1.0,907264,5101824,0.1509819792953606,parity
100,1,572a7932cb71062d553654af566687601442deb3d86e8cee207564322e9946a2,3a71b87e948bae6a9bee612ad329ca9de83cdfcf696f98ba9a7610e14f08620c,f07f7398e36c64fd17a7af0f9e3514983e81dd94d75e21c31e2677f924160c11,104261,104261,1.0,5632,587306,0.009498463583039036,parity
001,2,a88bb5dda4c5ac743b8c418e55e440cc1d04d4a81e97175d964a7b51c29efd03,97f31f802a475907a287168c75ca76afbd00acf81143fe6e21cb94682ceebe1b,7697035709723b65c688b93794c8366e97ba4b78e0482c5458fcc0326d5765d5,116868,116868,1.0,0,821504,0.0,parity
002,2,bd586be298c09171aed64a78930a7d0b4db4f422f8749d741bd0839b57bd8c7b,d8da943a8986a0799bc366ce2e43b89470a3b1840104f93af717665f2a69699d,df9920e50593338fce1ceeea936545191d03d00e9ba43a7885033c89997f9e83,136624,136624,1.0,0,1231872,0.0,parity
003,2,6a7be6758790ed864eb2c89af8bd6157266406827ef73b15a0129c3bc9a2cd2a,93891c45e906405cfc181891d85d56f4e758f89855031a7b0aa29a0d1402e6fb,da0001f90e919505a5aafdc436920615b9695214771decf54b93b9030f710cae,229320,229045,1.001200637429326,405510,2303250,0.14970318522128206,positive
004,2,0ec4441451ac4646159c1ecbec72cb691d540ed4197581569cfc82c6bfd50108,9006c71b28a5de5c491827d5b31d324d8af14b0f5e8ed794e0571d9eb57aee4c,a2f7aa90e2b6f21cf38a031fc1226d8e20d3cc7a41125c5c20515bbda2351098,195960,195960,1.0,0,562176,0.0,parity
005,2,70b5936498ced40c106fe371a351c460b81db400dda230efc998221e5a2f9157,1ef056d0fd221bcd7f5b1659a8c1e51644105056b94db985afc8efcc70a2e9bf,784736b17d291fa3e2758e91371ac29625b61b0696574b22fdc1e80454c939b4,39888,39844,1.0011043067965064,161286,593478,0.21369063707331035,positive
006,2,314a4a021d1f3b0ced8d780875abaff4f72672f5be4145f5f608d8674fcd5dfc,7442344afb830101ccd785d6c3d6400d91055c15f4ca5b1645e184f44091b2f5,1f02a63c65600b34bf2c3ab5bd2d3e1b2c681c686e2536b6aa50904dc902cb8e,37863,37307,1.0149033693408744,195462,707438,0.2164824454535386,positive
007,2,a798d625b472ece4af73b88c924f00e707af0cd0bd4da0131bb53ca32d19e76f,332396dfc42d237717ba796bbb21d68a50ba181a42fdba771244b80d3136c1bc,4c8ba2877d360edb5b69613c3d97b3ec661988f87aea3a6a343df8c2766c2f52,490466,490466,1.0,164352,6200832,0.02582046332046332,parity
008,2,e8eca3e27bfd006270404ca5ad96fd790dd8329340926195b0c5aa07016cf631,22760663e2d29209ae63a213b0cafb4ae03e0814d4a70dc4cd0e43fe04c28a24,e6c238d01e4cb39244af7bc8f5503f1f2194ee74b1ecd32e5f30e66cdbfc0c66,125682,125682,1.0,0,1990872,0.0,parity
009,2,67c8e9de76539b4ea5608d1540e97d2634365ab6d67a1ab26d4f6ebc0bf2a2bc,8154227c7d63578732541ee85ffa893e91cdf3c89e2d08543c916c194e5eb0df,cb86ef3de889af760d2fd2b4437856c01f8c0f4d75a32a0d1ad2a288ddd07684,61923,61652,1.0043956400441185,196372,766236,0.20399996675697687,positive
010,2,758337e524e632388ca9f0e58afb9553d550c782cda2355870ff18bb6e68049a,6319e716622d027e0dfbbd0050d65026d25088d6c832f232e017bfa61d044dc5,9293e527cd9068f85fdefa24eae527ea6de46598e91619458b158532b90e4fda,29542,29542,1.0,76544,523348,0.12759630066745348,parity
011,2,237a4d0c49a3fa72d2911639347a7f2c301f2b6cfa413f1fa2feefe71133320a,31f3750305d0074c18cd3a45110682821df2af51ef7a7bc24087810f23a8c577,9e2aa343530bc66b80aaf2992347f0d4456df298d8880885f0ee60586ef0c7e2,92646,92646,1.0,0,720896,0.0,parity
012,2,acb03a312f2c1aede83e927773ce522d32903d2159b276524aec0fefbb66d45b,6d3c20125f16eebe5ee20e0204d300ef7d53d88466991032ef439fe92bee9aaf,0e9d77af08173fea16993a550a52ce84d6c14c142774d699cdf49e90dfd8632c,19002,18967,1.001845310275742,118222,538772,0.17994380466183862,positive
013,2,57290a6edd27e2b9a945023c0372e9bf482e24d8d5d531f5061d2d1ffd75c71b,494f52bd6a1f6e8e7e025f511bee0e1dec65ea0c41a3dbeebd825d0c0d7278f7,b4b11ba3789fdc6d6f6e11b357a29b4f03b8bc9bf6b2853353f799739a07df7c,132198,132198,1.0,0,2031616,0.0,parity
014,2,0451d80e8aa52f877a8c83fd079614f1733719c613a84086fcc2bbfa331067ee,ffbd097db24d9a6f43a32e6f067a7b09415efe7c0cb74d823502ef54234b587d,37fbe5f2be8fc0c72d2feab376af17d4e8ecfae4597b68b07f9e4ad3b63c5247,8768077,8765645,1.0002774467822961,25154904,41832792,0.37551528865838285,positive
015,2,b95719c10619ea5ac7ccb0132f20e327655330ce981dbd5526839e79de816e79,edcb1a7ac7ea43bde7ba48c79a9fb25baa333361d1f38fd06716bc1768019ccb,1398878b715383f6a1d49319bc8a93f5c91a67f234b082eb5ce1b203f9c14a75,75322,72694,1.036151539329243,565326,1345246,0.29589358579524877,positive
016,2,33fd7c83e3260d2f12ff9cd83543b8c812d5900126e68f350a70f5b03466b0b4,de8b15918ae5c86292821ed992162215595b428ab1fdfd3601d8727513eda30e,fa75ab9b754b4c14aa0da1493fe0b44cfc2fcc01adc383d43724c7fee0d88b7c,4017614,4017614,1.0,0,395044,0.0,parity
017,2,9acbf395fd6023fe533e46addbdbe1edd99fee7ae6a050e0a7bf688d8a705cc7,139e6ca528973851230400c815fba44f02859e1fb2640b90cabb22e1011f74cf,b8790b0b510c34a7553f2a7a036249215f53a184c0ab7bd0c3cb41ea928d8b4e,56703,56703,1.0,259596,643038,0.2875982956547172,parity
018,2,15cb1c23ba16912867a6e4be21d653c9d884f6b697b339e39c967842f797039d,48e7538dd45672d12153630b7a36b5d594f9fbf2cea6979ffa2db06de25f6051,7e392b4f10b24a49e11a9a23f736bab11206ab4804fc860a4075dddc8ee454d6,489435,488538,1.001836090539528,1070080,2460408,0.30309690898255426,positive
019,2,f56ee5c820c88e8d52f6d4aea48fc9f3e3c8073b0714c753d65b74e5271db795,66092597abb54365d5a818941a51f3cd021f2f1b6310e5b713c0fa1e76bd4c5f,7c1aec64e4c3fee09b90a00dd3e1a8540cd40ba9a5ca640b12b4f2b35cb107d6,26688,26642,1.0017265971023197,37152,502206,0.06888189291713481,positive
020,2,aa7024cd87d5af2ce8171c0e5b571faceb8f38d271845790d31c72cc5af6df25,812e24b5df3315d59b5cd358c73a6153f396d433f2afff75dad3a495197a6acf,9e42ec4d6f5d53582c137fc11b5fb04476d7b86e38177b6b2091811dc996a99c,266580,266580,1.0,0,1179648,0.0,parity
021,2,e54107a4f29c19da0fa0d9ce3752f5b48ffa430d3495b1277d4b36b67e83b29b,a6680865547cee2ee32c1857151521ff9064ffdef1f30cc33f27bc8e53e0e76f,afd6bfd47e1a2973d722fbd89bc71d7752423ce6e6d96c7b80b77271d880f7ed,3194570,3193634,1.0002930830520969,1204224,4325376,0.21777777777777776,positive
022,2,2ff1ca01a9be16253b5f918871a5da69d44eed372a7ebe52411c70f26354ab29,8477a9ed357f0d675e3904602cb1ff1c67cfd37c72e3944399494d619daef705,03f17b8730bf7cd229f7c82be3d4ed05a825386d25feac1bc7aa5d4cc144d501,28060,28060,1.0,6912,213540,0.03135376408469871,parity
023,2,b9fd3281f1c14d6b6da6e52da038d2dff797d4364cc4a8846e982101722c1dda,a147835bd1c9e7038da05903d40d8dfc1a9e08c3c7c766900094a20a84ec8c23,33a155c5c78cccf69cc7b0ecddcac13ce9d1b3981cfe2d240d266c75c7fbe809,40711,40077,1.0158195473713103,144422,800880,0.15277868871535233,positive
024,2,ab161e75f361b8986b4a3b207ba4980b4fadd78206fbb9b1d2c3646d08545d93,f44231ba00a853b3403faab78d0f2f6b2486df1580d89e49539c69e8abfee026,8227fbce83e9fec3cd5164921bfb48b860205a124870d0600161c4780ce63874,1331138,1331138,1.0,0,393820,0.0,parity
025,2,d5020fe80c064ce5702c3af861078506c4227e04f96b54519361c7f22756aba4,02bafa65d00659ed05a24c2d1ba5142c1fd40a52bad0b9c30292d90eac7ac6d9,87ac6b465354b2395d4d1a87f058818e39c2a1b71a142a3d24e88d135580c811,2351860,2351860,1.0,0,4150272,0.0,parity
026,2,64b5c3ba805f0191d159c2c4381945149755aeb68e866c3df1b91e5092de340d,bcbad2320f3a25ab5f8d7561b43512a7709e8f7716c2ec714dc8710944b1c123,1b784bb1cf65b9c9d9423f1f89eeea785e5b705728f0179e359915a7d1c29c9d,41307,39404,1.0482945893817885,341808,871002,0.28183144927894727,positive
027,2,d7611c389681ecf0207d517c80c21c0a1b6ac8772b94fb3e59306966be17abe2,3456a61844bdb1378207404aa2eaa9e69f700d50b196baa5d8946d4d86a117e6,31d056c49800d271ffb83213604263bab9e1345af091e50fb7883bc7181cb028,1120962,1120962,1.0,319488,3268608,0.08904109589041095,parity
028,2,6a6793b6ba128572f28e07773bf16a701c01c689561b7941b59b2cd747c7ab33,649fa75d40edbcbc4434abb02b3d65f6b25063ca86a59d9cb744aa9abf5840f3,3fb054cde9e59335e158636f6f1482e584dabea09ca7c9c244b5f547c839aa2f,20108866,19938966,1.0085210035465229,28335096,23064840,0.5512671455466404,positive
029,2,03a885caa685296955a9555d039a706c4014308c1e85cd66550f7dadf643933c,8c8a9b9ddafef7b26440ade05173e6dddb5255078f173cada05d0c1ff9e9a5f9,a7dd1a8467024220412c2d2c7668b16489d04d4da501b468410f70ea40a825ac,18880,18880,1.0,151566,278790,0.3521874912862839,parity
030,2,2cffd02188489043b4d04d6fb35292bd48c1ebba92c9b85e3b6c38ebda44a092,917c4e7b939487d487c98fc79e04076fdccd0138fef1c3bb8b80bd8e062bf881,7c1dd1082f2dc2292ae1e6bc6378530deb2a79a00bddff037272ccfd1f5fbb36,1395548,1394911,1.0004566599589508,3448832,2463744,0.5833044683062002,positive
031,2,e20bc55287518ca80694de7d6a1cdc69063330f9e740825d9553b21d30655a7b,98c7059f4aef89e1ef07bbbe338e405d805ad48c895e7c0075d63f5a197f82d5,f618f992d59353cde9c17357fa92e7e9ec8f4f009e79d59c55f7a411f355e399,686892,686138,1.00109890430205,332290,6737272,0.04700291192014441,positive
032,2,7fba4046fd5fc7cfcbc941661bc996840b2bdc369a6742f3c6930b10521b32dc,2dd6c6b4c8b287d5534ec76d57efc79a1e5fe2e1470436684d4635ab8ec106ea,f108cd24c43c594561ff3136c9586bf8f56cf1a136448da712de697fb8cfa1cb,17758,17737,1.0011839657213735,122964,326376,0.2736546935505408,positive
033,2,7290a51cb200761331b07fc4fee200d4f18588ba1c948ac2b060880575aa2e50,1ee92d772084b3fc496da98dde7740ade6268a7998228420ac529a6b50561c1a,8cef0ccc25f76805c5e877434627d4c83e620efde7ad971d999459128be753aa,875407,875407,1.0,166400,9279064,0.017616921730896438,parity
034,2,c7acb6a7b4c944010dd006894944ff86751c7c6164d4553243664947ee24e580,b349aafd366b4148b6ba6b8ead351408bc0982e6d065c89fb37447468ad6eec4,808d9d15f397e153bf92db8ce5ed804346d9235416fe8763879703ce9947e697,388399,382433,1.0156001181906373,1117706,4914312,0.18529553459555326,positive
035,2,fdeb149c6455c3a1e2b70a5c713fecfb6374ff5d381e92d71a0db4d561763fe8,ad78da1351716556a674f3dcf15eb86e366d4077e69803fc6c10e35db0392809,5dda9668595a4ed3a31b31d32e6b61f68a3ebdf2fbaffe9a7b1c25a9d616b463,72959,72879,1.0010977099027154,256044,532766,0.32459527642905134,positive
036,2,d000ad51eba773dfc240cce7967d9f0e6e02215d41cff90e9b90a0feac98c389,a49d905286348912635a3e934124b6dd30d59c29fafd5fc5999893c650f3c634,eeced9b7fcd20842eff33163d9d4b46aed1bb8f1e1b0e2f5fdafb908a4e1939f,466068,466068,1.0,0,3279104,0.0,parity
037,2,d72ea6cca4d72a103e764ba507067793afea7c5efd8f14b6c16e1595b38cc64c,edbefa3cfaca58fa546a4a332553fc1e58590a0eec836c638e3ced2905619b8b,26623503b3e9e99a104c465d5c30230e21cce1ca50414f6d8fe49d8ca90af670,105374,105374,1.0,0,737280,0.0,parity
038,2,b4ec2480c5f9ddefbfc595750894b0c975fe7b2577e3bb076b7bf1be0fb83461,630ae290a0446bd4ee2696a194208e93a798c7fdca73cad5ab8fa4a4ac1ae888,e0d639cc54cbeea6d2735309fd22e8413fcaaf4da5fe879d69cf9be5fc7a5028,666725,666804,0.9998815244059723,177664,5483786,0.031381359898965816,negative
039,2,d3de163d73ffd2d445febf19098cea134359bccb5f24aa3c168876ce83514443,c709ad132006b8b02657a51fe1667f3eb224acf51211bca0c2d87dddb1b4321b,1669752385d6b4a0f8a598e5df2928ecb87039feb7305a12eecd3dd2a7663ee9,708561,705615,1.004175081312047,5652480,9617408,0.3701716738197425,positive
040,2,6be456f1cca80ad0543d527479f920a775ec13d582266809538557a86576fcd3,dfc3874cb2be5509d807d4167111f79b6922ca2009476e161bd1bda183398cba,51dd74545e0b66f3039f9d54ef8aee5a0565e7c1337700abf13d6ecaf535c3b5,124844,121100,1.030916597853014,375516,2789992,0.11862740514318713,positive
041,2,ac1fa0461942b32c775b0483195268bcb517f20b6b8ab3bcabdf68f04a04adbf,7d9798646d8aa4dc95a87e736e56543d48ba7155ec7faa386d54a4c853299def,fdaefd407656c3dc3974045043c8c81621697ab351be1806b18ddcc40ca02839,2990625,2990555,1.0000234070264549,275456,33771574,0.008090456054463487,positive
042,2,84de09f0b4bf96fdc4269ce617ea8406520302b37d2ffde21a0ded18dbecc76c,07a1fc3d51e6ec961a8e27e610f05ae45d4baf8c6eeee76c6e4ca34da7881d88,843da11782ad839b80aff2d8f2885772819c019b097d49067bb0454c869d9aee,803096,802691,1.0005045528104837,2118656,3414560,0.38289775783197333,positive
043,2,46a38c6125a7d418387c9ee64e210129ca75ce2cd0d11ced558fc028330b09a9,64318ab2512f35eac8cac8ba378f9687b97043f1f3524eb4b50cc4dc8e64a829,1898438868eff24e5019679c61a84054efba8b260f6e7a6557a4b8167fcd8b8c,269872,268825,1.0038947270529155,969962,2506648,0.2789964937108275,positive
044,2,37025f199d4b0ddfb0fee2b4d56af696d138a247075b1b42a71c81d6ed4da7dd,338f1ce056551aaf034eacabf5a316b6fd033c860900ffb7a2a388d7bd0f9f70,f3c8f094e06cddbe3c759a5b3ac87ad6b3f2ed092da6c8499a9c9d0c78e1e7e5,56468,56468,1.0,0,997984,0.0,parity
045,2,e73e1113756f51534bfab389716cf9eaacda504a1ab5f07a808193bdbaf1f11d,4a8cc00d08cafd33aa9823c97df0a9d26ad8bcd0f77b8bba645c9b286bc08bc4,e88bce4148f6c4a0db75ba6382822d05423119f980a93ff29b783dfd47ca09b6,63059,63059,1.0,0,278528,0.0,parity
046,2,94a1ca467e2e4fa64cfe562a9593c49aa1a23f323495995a0168a48766332500,5db97ec77f19d88f9cabe1c5def273563ed3ef0a0db127a1472d7bcb2220c509,c4fea7dd65d53b7c77ce003530671cfe1ed594948df31c91e1325969224f2a44,108498,108498,1.0,0,1926336,0.0,parity
047,2,33456ab86c6853a925541a1d137a6be1a52dbfe5e1a5090928788b69f97a5d52,b141376c11c91002055c9932520a1948456acc8b51470957dbff2207bf425a1c,3dd1ab1cea06a21f9e0b758381590ef0549f8ea3558f7a06d414a3946b898ed2,142286,142245,1.0002882350873492,160260,831688,0.1615608882723691,positive
048,2,631e3397d012cd107e2a3ddd3475c16884d85d53f410115ef604b5141ccdc718,6481a8abf5a60d46c4ec0511a3efa0b6dc1f788b9ea2f65381d81ad267f2128c,608ca6cd5cd42a622ad1bfc0ad105d55112904b0402846daac7a13cb1ccc763d,102159,102124,1.0003427206141553,102402,619786,0.14179410347444155,positive
049,2,dccbb787736da3aa5f854ff0196d978b0ab3beb65941a90813f9a86f98e76ffa,8762d843b928778ec3b56e8e40fb7ef0738c3278395827657af154d3903e39eb,e7e51e931d46bdd2e62a274f19fcbcd12fb02b614382def6a3f9456feaea85d6,85786,85784,1.0000233143709782,30214,436316,0.06476325209525646,positive
050,2,78009edf8cb8c6e202caf711f4b734ecafa8ce2246305406920cf2375f793404,9f5329a335548ac22782b12d4f1e3e800929fc848cb9dfaf1cb49c6246f9038f,b2c784fa9a33aeeaa66ec5308f5850f8c912c1b600d5164c161092c1b1cea912,70852,69933,1.0131411493858407,231822,815536,0.2213397902149981,positive
051,2,674d8f12f1dfabdda5a9e1a2177e067e4e87b15aea290dc3e3669253447e5f54,7a4e7901099d5e8fbe988032153d235b9d82952420a76b586178d817fd3a6496,33ff9bcebe174a91fa7dbf7585119009c0c30a5875963dcf8bc39e61d36ff736,317125,317125,1.0,0,393358,0.0,parity
052,2,ca565365b2012677a13ab6177bbdb222ad62081c922f8fc4d33a5a92822c9d84,89f49832af3d7740df416b8071d05fba5b68957696fccfa10174f4316ef27aa5,d9ec92a82a54b086b5b3ad5b951ad6051d5eff7d69cacc338675e2b2943b10d8,74054,73755,1.004053962443224,174854,1314472,0.11740478578900791,positive
053,2,989db9d38d2cf47eea57c611bfaf118a09c73abdeb7597b793271491727457fc,76cd0bcd67e73ac46a9379d4714dec8cb6b907a4bdcc931ebd934178d1088c18,d01a181d6ec2774bfdea7727116eb99b47af6c2aa95c96a0171f7a10e74ccb99,612146,610490,1.002712575144556,1304822,4990446,0.20727028618956334,positive
054,2,225d9f85c52b76f65ae896c5e54c376ffb6384de95d682e0d921a552f0976d5d,c4b38b8a50a313a58a195daa1f65c6c3607040f3013d19b5ce9e8fa0d200da44,3c325698c651a88b4e35b19e00155030f5b4f1ef184f4a6eaf1f27ab23049710,314018,314005,1.0000414006146399,196614,2720970,0.06738931938206406,positive
055,2,29c9338f1764512dcd6e4ddfa0f961b6c6ac173d617638ec6f3ae9228e6c5887,786f94602cbe379b7573a53de2e13013b83a90d85c71c5b88aa523820144f7dd,d5cb2567350b7efb8a463f1107ffdda0557b7535cc8dee00fa86d38c5cae7ad5,39699,38646,1.027247321844434,301060,756966,0.28454877290350145,positive
056,2,d1ea0478783146c989a9cac664c87fd672d12799ace2108b8309d40916f4dea2,55d8781810c447fc1e86595c5a2c2c4f4253fc0ee9b6880bff350c0c8697afe2,dd9d54a6bfcd092a0893da624f1ed0ef9a4c7e9a2257ac28ef01cd56395b1a42,124304,124302,1.0000160898456985,82954,477032,0.1481358462532992,positive
057,2,d7db45b542750275e4095e95f86da6a1f1857af03c6724579d50a84ff0f8aa89,6bacd2b31321b59a22814d0fda89a4b2d47b658bdffa2c4ad70fdacc29ffc467,f24741491c9e3da5f5b11618c8a31b2104acdf8c73509028aee7a013894c9b30,25986,25891,1.003669228689506,231344,382310,0.3769942019444182,positive
058,2,288e633e5ead46a0678f7f221dc7b2a6c081e030c62656fa677161cf2c9ce8f8,dca4ed74965db116fecde64ee8e6e6eca1e117fb1380e69c4e0a7dc2c1eaefcf,938e787eec501200fa0841458b97ccfcb39f02e937e8f9ce6f0b0786ca3207a2,2250887,2244734,1.0027410820168448,4317184,52244480,0.07632703309435875,positive
059,2,a23cc7f3d4cbd2c599b635ae99241a394263dad77b702a1dff012f1b7772c9d0,3e76497b9aeee80320072035081b0af1fe4124a98efc97918f38759ca908cc19,f50ea76fcf568a507f2f68aa00efae576435f7b5ce1e93e5a9558922226870af,369318,369318,1.0,0,1441792,0.0,parity
060,2,f2110a79b905734f36ee83ff344834cbe20a7505b38d2592ae5b2f67ea8a6ca7,79e8cbf94f01f6d1236ebd859f205b923c1ae9c3111c27a287ba71c70c87cfde,5a8cadb6757df91180546586b5223e20ef07a93d2a3194464816c68b5678ef92,413274,405081,1.020225584512727,988304,6786786,0.1271115832742772,positive
061,2,02373db21f54c3587acfbaa2d95bab736dfcfba1ba586d935886e7ab1d3c404a,fb0bfdf19e8c35b7ffaacf76989fe4a1388c8e2c2acc111e2072d9d06f258902,cc86470b8f5a103af75b8e62a1039abd1c9f05b11b50ec5ae56d3139ec163974,37327,37327,1.0,65676,611578,0.09697395659530988,parity
062,2,fbffea5a78cfec50b7720f833df4c05be8efde09336430dbcf84c5924298039c,c8396c4373121afd7b63362d6fd90e4e22ff184e84ae17caafbfc6a5effc26db,95bc0e772be841c2bdef7025bf27cce863e0a0d77b6d2671cb620d27f1c094c0,1514152,1514152,1.0,0,13403136,0.0,parity
063,2,8bbd362f3f3f6875e891c6e5836919f027efc8f9c0c9eb7d391ee640b5183e8b,39a183f32f4e3a31fd7bb9348567f4a81c9396c126c4ebacc1c5cc6133cc1608,45866e522bd8856198f1433be0c62e344009a8a87f5a448f2702d4bf46177289,566944,566944,1.0,0,5028864,0.0,parity
064,2,810db3b2dc062ae45318c08f1a7a04bffcd9fdcec2a848bbffd80370500acbf9,28dade56335ae3a43f25b241c610d3763cb3251414e66a7f65b7452fdd4ccb0e,b5ccb81e2a14f84c00ad4d9ad7644cd9d7b0611f050aa94db57a30e14a61566c,9733,9721,1.0012344409011418,10758,51366,0.17316978945335137,positive
065,2,ea98f06e8db9e318329c5f0f8aecd9051fca126fd6afbc3ef2fd26b94a541953,cb5adf0e0f9ae2ad4b25a4afc5d9b9962c56419badc110ff2725d7a0cdcc4531,bca48bb2188d962d271e6fc508d519a696dff76e8a1abfdba8aa2ab728aa5e17,18637,18257,1.0208139343813332,86674,407460,0.17540586156791477,positive
066,2,41efb1bfe9ad208be573f0cc8a3b0a4144268667111ffd2d0a8ab2cc849fa8fa,ec6696a8ce36e74fd50737b77354fb07c511fc1f6df8845f97ee9a008e065e97,64b3cb3f20af1aa8993db04d5af20a07a798ab609518b5e417200b397959e62f,144186,144024,1.0011248125312449,441052,1656176,0.21030236102131003,positive
067,2,2dc8c91eda8699fa3685af7c6d6579278c202ccb84d3744c6391bae1568c4de1,ff724ca4e36223c55b083cd209de5a02216c453523b7da043b9bddaa401c2bd5,c7c38a797316994e41b5b9ca86b9d4e781d5ac74c6ce54e9c86215de9967bd98,31746468,30302509,1.0476514667481824,188440832,20491776,0.901921599523613,positive
068,2,f80d6892d29d418f53e18c2293ca075155cd83d0aa35f9e2c478c960c422a353,3bf2ab71c99060c0c990c18f995dffa151b9a264a002f858a4fa0b4ab440ad80,06eeb6b5d6d15c6cc70c7090837d15f067057e9c5457cf80f11e4f665f992837,147554,145710,1.0126552741747306,763032,3645198,0.1730926017925562,positive
069,2,4dfb9c3b8c406b660edae08c94237bf4223efdf35fb8973817c9fecdb6049b18,6779fd4c0d7a49b730c53eece7b79b6df22adda824fa29b439b1f1aebb9c69a2,b8d0f5bd3be8c6d1a073e14de34fc64ce8d84f5cb21b46dc4a349a36c8e7b1ea,11500,11398,1.0089489384102475,54534,194118,0.2193185657062883,positive
