case,cores,plan_sha256,p2_sha256,p3_sha256,no_l2_makespan,cache_makespan,cache_gain,hit_bytes,miss_bytes,byte_hit_rate,category
040,4,55efe96537aec8c1be30cb5f6d5aac10f87bfa9b603c9ecdb1b53c83a7b5d98a,4e2ecb8451a531dfd992ac6ec88566e7c3140e34496b5e0f155afbec59f7647c,c92e9be82b146977a6688e2ffc6de23c95f4f8663c8399201dce6e1eb25c5539,72181,62640,1.1523148148148148,845790,1770052,0.3233337487508802,positive
041,4,8a0bcde0ce1cae99005a779fee115aa6eb30bc8df9c56090e0543b08a7eb89dc,3e69b292ebdfac66f193683532f8bc9423f3aab3d42fc211dc59de4f85f371b4,e8f076b1305bcab4883dcb2e68e4d3ea7546ca23d85745be74eacec8aa698743,1509565,1508203,1.000903061457907,8103936,26412032,0.23478802622600647,positive
042,4,276ad7e804e5d8e991658bd4c0d1526e9d438fb0f6ce94e92c0b1ba7d78f9af4,664c1ff06102252818fdef809b2a7f8c0f178b293f5e90a9ee13ed3cb7d24e65,bcf438e925cd8d2a9d381ed1092a1f63120055d18724605cc601ed1a4ffc421f,413734,406557,1.017653121210556,6086730,3666736,0.624058155326527,positive
043,4,2e90dd3f0b1671e93449d6c618fb5559fc64c5af0a38169b66dec207d2a41bf0,8f7c770db5f82786e4569040a388f0ff949a18f6938fe2f5a38a3643578a5ad4,b77a241c215cfec189c6ad395e89a1b3f35800216526400459aaafb740a4fbd1,169201,148186,1.1418150162633447,2589078,3481038,0.4265285869330998,positive
044,4,e47566db89ff669979d31007c4b74d66ab3bb64e193c494b1835bd8f541dd9c3,edefa35ef9f511a628c31006a0dfbfca0028a406f293ce5d8981b0278738510e,d488166516d6e21a11402eaeca9a404a550ee28a2f343b294e811d1e95e389cb,40927,40927,1.0,0,1020512,0.0,parity
045,4,3d1a64ff32573acfc11776c6791f8f378395237527ac3d3c7ad5e352cde78811,a6148c55db57e328b69560e9f720d9cb571784e226f418cc8f48021f1897784c,305cf5e3998df0f0e4519219520c244111782d045557fc2b0cf498f5e9d34cdc,32149,32149,1.0,0,278528,0.0,parity
046,4,a0f33e7229aed7eef386eaa9822ccf3e42ebe3fd4090eae22bc00a9ab6556585,c02a989ad4e5822607404eecddc57269d987acd169fee1f921bbbe4d6ca04b6c,07274ad423cbc4754b0df15e93b612913753f9361c4375eb8e1be8509c29cdfc,79330,79330,1.0,0,3787136,0.0,parity
047,4,c550af00794ef2e59a4275782a2c3ece078517c2b21098cb416dfd91e4cfac1a,cc7e8c28b2e3788e51fe444e8de1fdfd05f9ce89527550a6070464dafa330c8f,b53893ee7ad6291dec0686c7f58dd5a957bf0afd8998715dc2434d39671f2987,85313,84379,1.0110691048720652,663120,1013256,0.39556758149722976,positive
048,4,1999f6835d8e71e7595c643d89cc00c99e75d34efe785e0827ef50a274d984d0,63906a6fd08d1a14543c5ae39dd74d8fa5358eb895d9abcc7fd4366ba085cf7e,d0c01eca3f2897546919442ef8f75e4fac6e2279dc96a90ee4b88b5ce557fbc0,96816,96571,1.0025369935073676,187600,621702,0.23180469095591016,positive
049,4,f9722983cd533c1c817cfdbe084c573fddf77af2466068663243ea29a6c61ca1,f839283e69770e6c2d76174bfb54511cc562c0661b08d1cffcd271579da7772b,524d5eb1d38c2930e2583a720c5cac39b13b4f46d59b39137e913c8faa362b83,47704,47413,1.006137557210048,198678,426350,0.31787055939893893,positive
050,4,a7ee643c9eff67b762799af05d360db42b4a7cd215de848b9a39fe89f8a79e6a,60d97730d0d3bf8e9e19c615fe2bcd139da6fb42b8bde4cc80e5f9672cd4b3b1,775034ab93a5ff90534b8af9fb833b709914cce5f10f99e5b5eeb74da009b5c3,47539,43441,1.0943348449621326,434272,871138,0.33267096161359266,positive
051,4,dd52351c11cd448c7a062ce5614093d7592a98f55bfa53fe696b32e1f2249c89,cf4126c03bb9e32eb2a3fb657893856b113987892d65d4f239de798a718e4391,1ad4b8333d46bbf21801e40e1e6c15688e9fcce6e0fa7b7e31d628ebcff7e846,178800,178800,1.0,92,393550,0.00023371489830861545,parity
052,4,3b711fb323d756827338bae585aad686ab7edbf61df50b7505dffb7da3b13237,351e5b9d1abf68243911d0958f370387b46cd9b3d7960733c7cc10c92d31b073,ac2941a0a0a34baee553f4190f6e4c96442d2f927bb66cff4a3c983ae940d711,40833,40833,1.0,101376,959036,0.09560057788859425,parity
053,4,7540ddfb6e6aab07a4b02bc99269dc5936d0d8a642af0da7e4d80aca712405ae,ba7899979f36203b6961bb79b87f61ad6f4f645c334688940738eb9ad8f324a4,7e43d7b78fdbf652385acf2ca96d46a42cdbb69ec7e908650ef52fff6c6f96c4,339993,324108,1.0490114406309008,3928588,6351282,0.3821631985618495,positive
054,4,0acb47fcd5fbbfb582cd51fd80c5f3a138bc447a3ea8cac3d3ca33615c2d85c6,718b78330a2e271ba63239bdef04fdcb58035f7713efeb7edcb7d4d4b602c364,ae49634f7949f877ad97b644721223895490bf243e6cd5b31f88f671e6466663,172290,170548,1.0102141332645356,856910,3222654,0.21004940724057766,positive
055,4,9d035008a11499d56e778a2dae7c7b7aef81cf6a8246ab2af514cb1b9ba3a59b,6013dae771025da9c3606d09b5772b79f656c0e5d11e4833c4fd0143d75e777d,5467b86335e53b19d7bb7da930df64196747a579036385bb718fd6cd074fd28c,30527,25738,1.1860672934959982,607306,832798,0.4217098209573753,positive
056,4,1da71b53cc7968ff784f82b5ee4a9c85dc5adb8a14a04a57c7664d8693c9c1d3,25f319eb0845e67c034c2e5167b455d58ea1ebad2c1f7f005f10b126968926ec,386eaa2df072ad7c49c8f87bb472d2ce7d74e050e57d3151ee0f267f6a5834b2,67564,66638,1.013895975269366,359358,577504,0.3835762364147548,positive
057,4,99e51cf6a18e510baca575d4fc0d721a5e826f5205e952a65d5296146ab2222b,615b57aff55b78d3469441928bbae0ac72d14e2867033888ac13790b16a9aef0,473ff132260050b64778b9d82343c76e8f8b46a5a66526cb5186bc16851bf2f8,20474,15351,1.3337241873493584,495962,482178,0.5070460261312286,positive
058,4,a2db1ea606456f5322cdd6013512510e917e5f77ac2d5fc77e93e54403c53aec,49ec56dd3a0f1aeebe30ffa51ae0dc374987b6e31140ee942e9e6f0d8258e756,10ecf0035aea14bc2aad18e34f9210d047a0bd9757517384a8064a18b6099be8,1154519,1142629,1.0104058272632674,13246464,35999744,0.2689844464775846,positive
059,4,73dd4609806f29de87cffe9c4165bd4a92cc134aa55f1bf06c35f6f876a37f89,535a42c1522e5b5ac1cbff895946977d8cc0c814b925b118ffdc023b9ef3876b,32684d8a137dcfaaf0c4e4cbffda4e81311a6ddd183b3834e1871625f6b6c03a,185216,185216,1.0,0,2162688,0.0,parity
060,4,53c15a1a100f718dcabd8cb7a0e2281ed3dae25801af8dd497628cd9b7afeb3a,4829f1ceb53fa8de22b0df4fa7df9f890c454f9adf36cfb35374a8ecccf6ef78,2e5d44eb704cdf520562ab3e998e29ff56cc08eaa45fffb556ed23e1e992621e,221718,221692,1.0001172798296736,3310720,2816680,0.5403139994124752,positive
061,4,f44b777721d24bc8155807769aa524b4fed96c272c2fa981d796277222b643a8,3fd17572f70159ea3a560babefaf876974dd550d17d501847866ac8ba46ed732,3e3859d5509abd7b6fa299acd58aed5dfedf8eb6e59868c5d08fd5c6cb7081f0,20955,19735,1.061819103116291,164030,666632,0.1974690066477099,positive
062,4,69e0491528ba3f42e49685c0ee6fdd15dfe5f048887bf6ba703a83912ed0a22d,40ff7a01b43e1a2a9ad206a704bea8ffcfdfce4277c341bf485f01135a5b25f6,70bc5d77c6f3431f888d86fa0f56bf13d2e6b5900a4f03bda7f4bac061bedcf6,838050,838050,1.0,0,13415424,0.0,parity
063,4,16480eb48d2bbe1a9e9039fe5da4efb52951495e9594bc6b68bb54a987dd2086,5edbaea8917de615b83a17cee122fbc84a033bf10d514394240b151f8935b909,5a82458e67bb841728aefcf7c907b9aa20e712b8d3f7a33424e92ef262f14a31,293826,293826,1.0,0,5045760,0.0,parity
064,4,8322af26e44c5e6ecda6a091e5191d25aea42c024d3afde3432a7e32b5cdf780,288c8fddb447988ea860719948be405136dc62777f6c3f9ad6d6f6a5d892c84b,7c971fa9a389b93d220ace0d624477a11ed777407bbb87cf78b020f67e1f393c,7028,7016,1.0017103762827821,41456,54406,0.4324549873776888,positive
065,4,59a428821feaf78ed72796bc05027d23383b5cab08521670575232a4b97fd1c4,37c94ee46de3e2f6bdd76c4516abd0ff89d16be7911c9fec5bf75497fa7a0b3f,28dd731f72d9a048343c60407336a955c6a7992041cf552e50eef67da46518ec,15036,12461,1.2066447315624749,129988,456058,0.2218051142743061,positive
066,4,09559c0bdaa2fe59d26065d517b1c277f767c09f74998c0c55810467638aee51,20709b7dc402a827765d19b74d4b1c1326f567b58560a1960cca16d9d04530e8,91beee7e493fb46c45070783eaf8a02d463e05af32c90cc132a0f7404e147dd0,92812,88752,1.0457454479899044,911060,1956598,0.31770176220455854,positive
067,4,edd93439d86eb45e347d0e3e4a9d8eb624ff9fb42a4e517a9d54f7603d29cfe6,20acea2f498a1adc6a41622e2bdc51d71271b5ada6bcf7131da2e872b34bcb1b,79c84b39001ee638bbe9603da71c5000d0dd4e97c0a0017795493317932d4800,16029420,15165583,1.0569603555629876,188451328,21446656,0.8978234302621982,positive
068,4,201ea752ad5c9c2f59e43e25316b28a01637f89e1b076c1b58f241b1ab125279,91a6d07dcd97a489e4cab6f989939b60425c7afa626fbb60f8d8b863c6f9cd64,93002c46f22c9bddc67da42937199c9d2f39ba4548727db67bea71d23ccdd255,130970,117885,1.1109980065317895,1166582,4554186,0.20392052255920884,positive
069,4,1861c55471aa456df89c61ebe624de72246f03791d277fd87622448385c02557,c2fdd63f499fb5202e3a01b5c3a012da348fd8b43f47e11ebfb0aba11667cedd,21276025277b512e7b72caed5878d3ff42669585b20763f64269b4add1a2c9f4,10534,9370,1.1242262540021344,166188,234824,0.4144215135706662,positive
070,4,d4484f41315bab4bb72e150c89373b1f8828801527a86084648843562a6ec445,06f2655be7c7e0fb6f224a8d004e329edf1957acf1375e8195dc9187eab5dd86,fc53601c6c63f9f3b368a7c97927b05b9917d3f6c5eb2c1127d1a386a9d5e1be,31313,30249,1.0351747165195544,246054,917280,0.2115076151818824,positive
071,4,ce167cad5ab1c8ce690e2e73d06a71a0250816db00342788ab1f23579aa9cc6f,5be5705a226209fd2c2474c0cc1797191c4c2451b510393d637edcd4a14abc56,3eb8e4dd21155b44443033e965a614880c5a89d41521c42ab7ac1f51e8a2d57f,8121,7506,1.0819344524380496,104942,208230,0.3350938142618114,positive
072,4,60e924e21f3ae8452263fbce258afcf8326f10e801898a793518b6703fd21d59,2c577106f52af1888f7dac942dd19f71d5c8759d703468fb53e953ad7b8d2705,e2740c4aeb66e3ebaf7be2e8ef81917a9aa7a397012006c1e2f84d7abad44047,5875033,5835812,1.0067207442597534,18135962,112815972,0.1384932734174052,positive
073,4,62d11858e2d6f3555923e64ac7d4630a30049caff0ae4d1fabb98b743b73f5cf,3cbe9dfeff83c2e4a6690b5980fb8025701b1da8252537a346bdeba16a7d530c,81ad32dfd4c707c5e183230326f44ca02824f0afb5d64d7f7bac3fa3df159344,3456587,2336728,1.4792423422837404,100969728,10854912,0.9029291576525531,positive
074,4,eb546903cdc90f83ba69b0e1fd555e2d0371fc7e0cf251dc4ad4fb42e369dd9e,2e0b0550f4c5211fa2dc6ac7b847ea076930c0044559d2414185bb6161390ed9,daa88ffd597dda58b4ca95f1c10e08c520d40b014059a99d1825e9d055eee695,412974,404377,1.021259863938849,5832756,9240790,0.38695314294327293,positive
075,4,9624478a1bc52ccaf698e1b6f5df63be0d9f048cdbb867ee3c2f01c8598e10fd,91dc4b33c4495e61a832f8fa0c4d91fc4c1dc0a28fac697a94ae3d4fadc358f9,31a660e56d3eadd3e3584e7cb5e02705b74ab43cd1cbb53f242902ead342bd93,358968,357355,1.0045137188510025,2369030,3348850,0.41431964294458784,positive
076,4,dccd57a3732595e3a6ab529d1c3d2b60e0da8aec40a06b1bf5c62e6ef6f3eabf,9f5869ed870e5bf70c4277a1ee59e6e9949f7feb3ca597c31d4c3fb414a86cde,e267c8f0ab9de56f0484c36dcaec591474c4a1a42fb4f59eb8641d44674bddef,1521110,1520314,1.000523576050737,15899648,15087616,0.513102673408017,positive
077,4,8ac1c78a9d679b6d659b60ecb5797b19c56dcb26771c0f91e5052561487723da,b9f3da5885eeac005cfb1f9e9f2602e7708532fba4814a100927eda93eb1492a,5e1083266c00cd154350843bf32cddcfe351de215a8a54aac96837f590fc1eb0,148735,137173,1.0842877242606053,770898,4174542,0.15588056876637874,positive
078,4,ff640e80e6d5803a72e830ded38e643b5f16ee3505134a10b7d0cc6a7264d4bb,5b8c5d2cd8eb9fe1fbc4d10790a1c8eaac61f4271cfa3be6959f0dc762c265c2,fa64a270b5447e095a9fae1b1d5fa7b76842f4ee1863fff90acd618c5a3ffb59,545681,539973,1.0105708989153162,1452312,8599272,0.1444858840158924,positive
079,4,f124246260af02298eb928bd052e7663596a3c0010b0c0f95d420c83b59ffc4d,ec8ff83c7bc4ad07db96ec2094b52cf164e3f39917d17b7c8c96cd1b958f7d83,53918e9eab8caeaa400e1ef9bdfe18b53337c87ae664eb68ab134188120d0738,7604032,7604032,1.0,0,132464640,0.0,parity
080,4,a0a3d2a173a363cc569f89b9f1198c23f3ce0c00ed5eae8d5c24ad03db52bc3f,a38243837377025eff2ca82dbdb232459b059a2843ff786004f1ae3ccb1f6e44,ab2374a998f3237001abfd359a4e521d9644073fee00f2446188244501bf19a9,112445,83124,1.3527380780520668,3670016,2539520,0.5910290237467019,positive
081,4,e710b533c98adbae2a5e200633344ace1dadbb3b2829c50188ff8854876eabb4,f479da367a3d9055c867d7e5eaf734b07a4844a5349cdbae514b0af6c114bee4,78e1409bf113f9a034bba611a695efb1479c0f1c387c846c37a727966b772a4d,39937,39937,1.0,0,1044820,0.0,parity
082,4,f756e6007d651d7a2bed197105e20d8739cbd806e885dbe8b0e62af28542d29f,922f0b2fcd1074d47ba083790fe6a33ba46f5cf78acc1177750194dbbc566591,74ec0bc8e9e0fb466ad1ec8047af29c050596aaa90b0bd1e18310a899b93db45,168118,167701,1.0024865683567779,766610,1361286,0.3602666671679443,positive
083,4,ef7b05c2f81562812bbd17c3f11a5d6f15a937f82d033f5289f913d35fbba398,606dccd9d9259ed84633996f9556910cb7272696b92d0ac581bbb70c7fef3653,b937323024644222cf3fe76608dcb31f1fb66cc7317b7ee2baf5fd9a89eb897a,229244,228896,1.0015203411156157,602208,5537056,0.09809123699518378,positive
084,4,84367ce8562db2196097c6e1d3c5aaa70a1d99db0fec5b5a1d61acfef75055a6,5fabeaf940cc45971e9156409be7de8622374ec11f5ebc75892d9e8ad52f0c19,a76b1d107b04e539825af1d4b8028de73cb7cb9815ce3ff7e6a8698a9e9292a0,317988,317988,1.0,0,9927786,0.0,parity
085,4,67adf32c2e257a611eff0f6394468e7b75ffc4bd56accca1d9462f22a63dc75a,4fac1fc78ddfc43141127a98b486601fb57cd0f90efcf16d7c71509e09bfb5a0,0eae589274c478dbbf997e26f060e44eda0cea63270c41122b36ba67314a537a,697789,692413,1.0077641523194971,2555400,5171360,0.3307207678250651,positive
086,4,b491ba638d2b505ab416ab4b00e983be77b3776ea87cffea423eb2a56ae1b281,b1cc8e290cba5432a85b58eaea36e597e67d9283fbaf77e1a206de8fd1756c50,ebd962fcfd303d71dfeef8755f9e4bf02c590685741181d63dade5613d4da266,39402,34684,1.1360281397762657,567280,801128,0.4145547234450544,positive
087,4,f6942be73450847731daf9532b34d3c7946bf17b0fe9fcc5c3d1aedfe1882a4e,1a089af0fe276333ae1a80c02f4f8264debd6b1687867835d5e439356d0496d0,b8d212e6a7481a826c70daabe53475073a34d54d1e7466752228659562c25b89,970185,939085,1.0331173429455267,10162248,21224066,0.32377959387011807,positive
088,4,9f9f9737fd8b85194c520f857c7c4782097b63101e1805f43003689281f36dbd,6805864bbb03883b1a1d27a3192bcbf2bd900c7811b84f97befa9f4b73453a3d,f18ff45a9db7b3e5fb3420304058ec95048a9ee743d0002041975a32aebb260f,92946,83118,1.1182415361293583,836754,3180872,0.20827075491845184,positive
089,4,5d98a8d5bf95494663ef818ba23a1fed4b82382649858daea193bc61ef1c4962,4c02d6769b9227c0ec12904fd818222ec50ef66ace8e0865ed0fcfa424904fda,f66e70bd50d3903189f8749484bae632527b0c1121a0b5d06d2943f3f5797d18,149816,149816,1.0,0,1118720,0.0,parity
090,4,37c62d01131c8c1713fcdcc3b20154c6b7f033d73ab0f0e6be2dd10966057ac6,514723fc955ece1d7ce0181700600a53f44ad9b1694adfe73ae14f4308887996,29484735ab788cd7bc941ed4a737ff2a240aeb5322a03b7180207366280afd90,316083,295964,1.0679778621724263,2988048,7727088,0.27886234948394495,positive
091,4,e5c88d63fa00c99427699dec1810aaa77a8c98f721953d36bda6ffa9d295b82a,bfcd71c1cb769a00b382c4c206f27e030b764be583e99ad6c0ebaf74696dfab2,439efc1b39effb56765c812485220c4e3e5dea8d3b6b3777d116c062d069ceb3,2277202,2262825,1.006353562471689,23115712,25473088,0.47574157007376183,positive
092,4,f4b82888137690922d994d832b2cbf59e0d971bbc46bd194bb268e5e3bf75f2b,46e4cfee1a2064ba05f5e3b800e812851c86c70db9a8e66aec5b256c405463c8,c8195780102611a94699080486c74ba80eace66bf4424dba36a4a2d9823e71fb,991610,991644,0.9999657135020229,721536,14188288,0.04839332778173639,negative
093,4,062030b8896f56d43fe04edd03f84131319c748b62e6fed0fcf080472aa0b1b3,0fafb2fac2478ce7324c6bb24447185f7213e989190c8327996e19857ba8c0aa,3f0d5ac0dcfaf6a12dc4342cf4fcdeccd0beec042057b5bb012b2d07426c6fe3,19743,19743,1.0,0,598016,0.0,parity
094,4,741d2511d9419a95b4e968653a09296a825565def559d9a4e4d0d4cacf25c453,9c8ab872760dde2a4d4b4c049bd0e3bbe46987ef8e2f921b42e85bc266060cd9,b3f433e00f2290aa91fec56f9d95f243ab5b7ec4657f6b8a351d2a1753a1bb2f,25223,25223,1.0,54336,735520,0.06879228618887494,parity
095,4,a6fb04a92df99d44f859508004afd172c9872e330eea982ef60ffe5b9f33f4eb,8cfa7726739851ad6d229461c3c29f1f901270a9674b9b7ad95e50087e379db1,8c62f59c8f7eb2e6522642358a50da3857a58c5e1f71051e6f90915db7906ea9,269686,269686,1.0,0,8516508,0.0,parity
096,4,3afe6f6887b3183f7c9cfa8aabd6b3263bddd8d4ecc69aa180ddf41496833e5a,a026ad16e51ca13eaa4cc9f17fb8b5820b45663a0b0f886519e256d0ab94b930,b55694d6d4e8e9db2a3cb9f2564f46f7659dd83f9ba34555b88893cdcd4a16a1,18641,17069,1.0920967836428612,194956,499750,0.2806309431615676,positive
097,4,ac8d3434c8148983ab6f0c98f61de753224d0e2ae6ed3bc96be55b294d4abf7d,aaa9d5adabec99f28624a6e177ed1eb658665944e68faafc319ffc422991bdea,e8d29fb1b39ea429ef13628d11eca8fa2a6ccde0734ba349b2c199748a236d21,2626908,2626908,1.0,770048,17711104,0.041666666666666664,parity
098,4,1dd88c5a49ccfdeeaae8e772fbed2163451aa08213c06099dfab70f64990bbfa,16942f3ee4198f578a3d8625e2d71d46c166105ab82304922d29ea9d4db6ec9a,d6e7c768358e70de96bed01f92e776f50506dc19dce30702be8a1e8c0e77e7f0,51661,45252,1.1416290992663307,742462,1096954,0.403640068369526,positive
099,4,9d77e05b8d824efcddbf5a467b5b6c684bbeb30cb506a91950f1871d9908464d,7d88ec866b30405dba4dbadfbc1fc9f6c89767d27958865c7d8e3caa794984d2,c1d54aad0ad2bbff1d48e777ae2f5cb9a74c58c5f9af2a39d15077e9c27432ff,405256,403924,1.0032976500529802,3783680,4903682,0.43553842927231534,positive
100,4,e6c9bacd0a9f3f1bce8d34cc068df49b0dee35a5f3d526d90a02b0255c209f79,b0ca2ab98dad93f252ab6804e7c34a2be572661f16017a42a994d8f5d4e004f7,b8b4339230ed76619876ecdc9be0ad1b706f118c0c7cb2bde2eaa449b2c377e4,42200,35774,1.1796276625482194,704326,1026562,0.40691598763178205,positive
001,5,d83b409c7bbc97e3897c607a8349f82723e9a06f1ac1ba09c286ced6d02de8a3,2242f93581538a58c371c848d2737afd7bbf14fd5986abf6285795407c95b361,3a6b60253cd0533f6a48638e22906756106f205ad872db328b1adda161c0cf55,47502,47502,1.0,0,824960,0.0,parity
002,5,ea6c992c11db5677685f75cfb1edcf166d013c765f558e0ab72621bc6a2a2527,cda61f340804574d6ffc9e6e040a5e932260853cc74f6360446e93580d6594f7,f5d18a12536e68338a5a8532a21c4453d3f1b7ea1ed7ddc100de52ab954a4c72,54341,54341,1.0,0,1247232,0.0,parity
003,5,323c5662d39e4e39302581e865777e34ef05d0db6d24e9940da25395071cb817,28e144cdeaff29a8aea5ae633e8f6f2f75fdef07e40a0556c305c6a3c78d5ccf,e300ec052973a5becf0905beb69ac14ca2b7a3440cee292da4b2ba6d5ef032ae,138802,124094,1.1185230551033893,2339878,2703242,0.46397428575960914,positive
004,5,51d2dfb1a4c0864659d527d8b5262312f3f7fa28b3cb0dd2c6a08d518767e4de,29cf59a9b15d890e6abda6a1c2e9e431287ce684ac279624e77d905fabfa529a,51457aa3c680bc7219c9973b2d2f568f0b9d0a4d5287f63b26b53e9c54a60fea,83440,83440,1.0,0,893952,0.0,parity
005,5,271a969809500146111039bc4f327abe2a78f298177e99cbc9a9ecc637bb8eb6,5d665df590c4f93b12529d3837234888901c1b525f083219445a04a3d51075f3,161f6c00a3c406c3e11d9aead620c9652bdce4c8999ce1039c83000dd859f631,37327,30642,1.2181646106651003,674612,795322,0.4589403333755121,positive
006,5,1edc21eea791cd6a9f4cbf406da15bf3b582f22ca5980bc9b2c2cb3fccbf1dec,e648ea77102938958e43ae4e33a1babf565175aeed7a20d2e7322e8b5257fd9d,40719e22faf5a9c38fe3c04453431de1ee526da374e9822ee19ad7aa87f5e16c,25613,21118,1.2128515957950563,443040,728660,0.37811726551164976,positive
007,5,39930cb38954f892db54da9ac9fa86f8084fa3e6bd4fa618d5013dba594cb7ba,d8206c1e950ba60755329235a9029dd38ba71f59a91e10b52549bec95631ce7f,0423c96eaf6de78a761bca213d8af0aacbc4b8c11b79875ba1198b853c986bed,196870,196870,1.0,0,990720,0.0,parity
008,5,80e464e565f31fc4f598bfbc623d7d7cec93432825ffda88ad7fb6c7775664b1,7f177dd5a7e80a91aba933b45818c7e3ecdd63f2bd9347ee241790d95a918ccd,61ba1cd0ded5a43e8639e9504dd929041355685c20e22af0fbf6e9ce83d6eec6,52291,52291,1.0,0,1990872,0.0,parity
009,5,e9a1bbe16f4b9b35df1ca39f1f5f05cf24646944a5bda31154092d941716d4db,b10ea6b08b87214d1d2de25db49d5e9e12639821781f4e7950f806809320c76a,8e7893884e16e8cacae7330cf867f73e11bbe48fd922fd83fd7fa5aef79e6228,38730,33957,1.1405601201519568,619116,919900,0.4022804181373033,positive
010,5,4e9b1c875014bad7800596def5097ffcdcd224d5737ac2d8fdf096bc88af1a89,45960da74eec14a4f7136e06f3725e9bc7cc77f6676d2a7011a4ba75f0418f08,f507f160ae6fb307e4b9097a0a9abe7bc5b03a1182a7057a91267e1525003a0a,24256,20608,1.1770186335403727,337542,755022,0.3089448306918405,positive
011,5,6c37afda7d2e38513ff0bd0fba1548172e96f22f46b47e77f1d4973681ce7c8f,d7e2717f5982e14c5c70dc8ac10c2891fd59875f1afc860fcd12f7aaef56b35a,761579da4f66b7d8b438c3cec416622baf25264427aa5cc5cd45439eb7693fbd,40745,39133,1.0411928551350522,1409024,794624,0.6394052044609665,positive
012,5,20cf16ddb922b088267b4a334a486404075cf4cbcca96826b1b8a3907961c2ad,398d382ea60f6f0533853cfbba46636f8fa5dce1f57ab8d9dedc122ae7e281cb,1a634b910e190a23fedf7b2292811ad9eb1560a7599d09220926aed223d26748,17257,13175,1.3098292220113852,233146,585636,0.2847473442259356,positive
013,5,282b70835f1c468a2b8892df9349b62add9f0b2690c77113bbb84ec8839ef3fb,af86eb24f6e8a0f052ca8eb1ac55b935d16207c6439530c3cf164d3a2faae751,8bce1b107548f77fbcb2fd0e25bdb62f9b5b3bea2d4775b0d7a4fbb5875d055c,54117,54117,1.0,0,2056192,0.0,parity
014,5,9e5d7db509e6218c785cae2270cc2bd20c54c5beffe9956dcce914326b57ad5c,6dbb6d3f5ffb6dfd481eef604b25b119611b9e7102f1774dc27d26cca2539738,a82629c0771f61e18ae3f7d29cae163965f34f3b8baa319352b126579e58988e,3613047,3599672,1.0037156163117085,35633208,42119376,0.4582896949122617,positive
015,5,1b4cefad54cc39ff33d46ec9dfce56e7bd67f8663ac0441b47d630a94855c5b0,35645ca1a5f2df6e5ab74dd2af1f6f3732b6aca62008f8b2b4824c6f4265440c,33feae716d9f466c7c7782b4029738e16d90ce711a32d55c56bd0c462b4a192b,52362,38938,1.3447531973907236,1098684,1475574,0.4267963817146533,positive
016,5,eacbe240bd3cf2a9924bc1c69df8d8e0af5a3ac7785dc83f0b06c1abb7142945,a84c65b204e9a32b2bc280d3f3758087ac44e1a053d1226e2a3a257d1b5897f9,8c6f789c429d1a59187be3412335555e3a7c334b293c14b9ceee4997c5506ebc,1949798,1949798,1.0,1824,10391114,0.0001755037892076331,parity
017,5,ed5b0d46f3a06b4f07007aab7bb271b4cfe8fe4e9f2e7a334ce83b03406f3dc1,8677c7bdf7349ae11cc41bfbb7721b53ca1cfc165b222a9de12dc5d3d58de3eb,43ff555cb31d9533e1b603b377936789f9c9327c90be82eebd5b8d865c3cd693,30143,30143,1.0,57984,806606,0.06706531419516765,parity
018,5,f7c805bdd30ec48d01a7ab02fc2d02dec8655c33e28c34e15b3e2e8dd91559c8,9008e17cb600b6c5f597c7fc5eedad03985f2419328a74d7b97a586375d94676,d615530cd065f98fbf93ccee725cea4091dc1b9502dbc59c72616e102a713b90,198417,198417,1.0,4314624,1984276,0.684980552159901,parity
019,5,96f7249bed7acbaa2e774b70db108d56617eaebcaf3237c764e9e71787133392,2e6267c46349eccadbdda3457c104e5a4b27f10970acd7a842d91dbb026bc0a3,62f3c42f8ddd7a99fe1a8e50ee5a662de7e9d229535279bb4f7c1c47ce0a15e1,21398,19576,1.0930731507968943,159584,575804,0.21700653260591687,positive
020,5,b319f82aafd7d9e4cd65a632ddf7dd98c02b127a374465c84d44e34226018b12,d6416c93ea0e638b5a2c850819cfd7062dd5a38c922bc30ec5d0ff9081e0f989,8f0188d13bdff2e6fc6d86f3f9078ace69d5614ba684774e85db66ff75204c2d,111137,111137,1.0,0,1474560,0.0,parity
021,5,8456cf06557853bb091a405d78240704c5e8ee0be8085ab1777eacac9c360391,05f060a375446f15de552bc6625f6c2a2df53ff91c978e245f6db97d8003e260,ac5766e751ee2098ac3eba0f12475ee4c8156f60ce6453f7d7f90955ea60fb83,1250168,1249380,1.0006307128335654,7858176,5928960,0.5699643493761141,positive
022,5,b0dd8a793b4fe684e06879a750bd356385e7a56cd7bb095db0d557186cdd5a04,0acd29f9fa8e38ae0a4b1a2d086e9f933d2764127edf810ff3d55f1efc5cbb22,ceb702a6a652476c7531d053a126ddd4183b759a18902c1bceee48c8b2ae46d2,11430,11421,1.0007880220646177,20736,213540,0.08851098704092608,positive
023,5,f4b5eb0764ed3d014d14ecaf49e04bd881a7f4a63d616fd3edcb41cbb658403c,d2444ec49a6f9a1bce232542d70dfa6c2761000ccf1563bf434b8429bbcb5985,f214f089c48399b17917f9b08dde54e254603d4e583fa1fe299a7c9c7988938d,20253,19332,1.0476412166356301,139552,565194,0.1980174417449691,positive
